f_Hz,Sn_Hz^-1
0.0003595653957352455,1.7641628920040436e-36
0.000361642230827288,1.713781370089498e-36
0.0003637310616342983,1.6648939489633672e-36
0.00036583195744303794,1.617454825468944e-36
0.0003679449879404662,1.5714196395708194e-36
0.00037007022321604993,1.5267454279029282e-36
0.0003722077337640926,1.4833905788358411e-36
0.0003743575904860672,1.4413147890133386e-36
0.0003765198646929723,1.4004790213092902e-36
0.0003786946281076958,1.3608454641581658e-36
0.00038088195286739264,1.3223774922136413e-36
0.00038308191152588175,1.2850396282913184e-36
0.0003852945770560468,1.2487975065533887e-36
0.0003875200228522629,1.2136178368938483e-36
0.0003897583227328257,1.179468370485018e-36
0.0003920095509424034,1.1463178664466635e-36
0.00039427378215449866,1.114136059600934e-36
0.00039655109147392374,1.0828936292771838e-36
0.0003988415544392958,1.05256216913199e-36
0.0004011452470255374,1.0231141579510831e-36
0.00040346224564640057,9.945229314005957e-37
0.0004057926271569998,9.667626546965153e-37
0.00040813646885636153,9.398082961620313e-37
0.00041049384848998867,9.13635601643533e-37
0.00041286484425243726,8.882210697570357e-37
0.00041524953478991496,8.63541927937605e-37
0.00041764799920288373,8.395761092655504e-37
0.0004200603170486882,8.16302230043616e-37
0.00042248656834419264,7.9369956810066e-37
0.00042492683356843547,7.717480417978632e-37
0.00042738119366529914,7.50428189714402e-37
0.000429849730046193,7.2972115099029764e-37
0.00043233252459275835,7.0960864630479505e-37
0.0004348296596595785,6.900729594695498e-37
0.00043734121807691536,6.710969196162892e-37
0.0004398672831534544,6.526638839595951e-37
0.0004424079386790688,6.3475772111587214e-37
0.0004449632689275991,6.173627949603078e-37
0.00044753335865964616,6.004639490042126e-37
0.00045011829312538806,5.840464912756387e-37
0.000452718158067401,5.680961796869283e-37
0.00045533303972350876,5.5259920787310895e-37
0.00045796302482964076,5.375421914858614e-37
0.0004606082006227097,5.229121549280975e-37
0.0004632686548435055,5.086965185147722e-37
0.00046594447573960356,4.9488308604602205e-37
0.0004686357520682969,4.814600327791029e-37
0.00047134257309953373,4.684158937862249e-37
0.0004740650286188838,4.5573955268556154e-37
0.00047680320893051464,4.434202307333673e-37
0.00047955720486018505,4.314474762653895e-37
0.00048232710775826304,4.198111544761704e-37
0.0004851130095027488,4.0850143752530705e-37
0.00048791500250233006,3.975087949599245e-37
0.0004907331796994399,3.868239844431819e-37
0.000493567634573345,3.764380427787552e-37
0.0004964184611432446,3.6634227722174572e-37
0.000499285753971387,3.5652825706668103e-37
0.0005021696081662115,3.469878055035853e-37
0.0005050701193854968,3.377129917334706e-37
0.0005079873838395385,3.2869612333476484e-37
0.000510921498294339,3.199297388725875e-37
0.0005138725600748166,3.114066007429743e-37
0.0005168406670680354,3.0311968824443914e-37
0.0005198259177264489,2.950621908695255e-37
0.0005228284110711717,2.872275018091852e-37
0.0005258482466952564,2.7960921166316364e-37
0.0005288855247670035,2.722011023496495e-37
0.0005319403460332808,2.649971412078122e-37
0.0005350128118228657,2.579914752869587e-37
0.0005381030240498076,2.511784258162923e-37
0.0005412110852168046,2.445524828494517e-37
0.0005443370984186103,2.381083000781656e-37
0.0005474811673454454,2.318406898096134e-37
0.0005506433962864434,2.257446181021642e-37
0.0005538238901331071,2.1981520005443446e-37
0.0005570227543827882,2.1404769524270535e-37
0.0005602400951421875,2.0843750330193195e-37
0.0005634760191308714,2.0298015964573148e-37
0.0005667306336848184,1.9767133132086464e-37
0.0005700040467599707,1.925068129919251e-37
0.0005732963669358227,1.8748252305201049e-37
0.0005766077034190183,1.8259449985537225e-37
0.0005799381660469748,1.77838898068109e-37
0.0005832878652915266,1.7321198513312656e-37
0.0005866569122625865,1.6871013784571016e-37
0.0005900454187118378,1.643298390361463e-37
0.0005934534970364326,1.6006767435600585e-37
0.0005968812602827271,1.559203291647291e-37
0.0006003288221500277,1.5188458551334398e-37
0.0006037962969943638,1.4795731922219296e-37
0.0006072837998322808,1.4413549704967713e-37
0.0006107914463446527,1.4041617394911368e-37
0.0006143193528805259,1.3679649041088416e-37
0.0006178676364609696,1.332736698871843e-37
0.0006214364147829645,1.298450162967099e-37
0.0006250258062233046,1.2650791160676198e-37
0.0006286359298425203,1.2325981349029963e-37
0.0006322669053888358,1.2009825305554824e-37
0.0006359188533021307,1.1702083264588335e-37
0.0006395918947179459,1.140252237077269e-37
0.0006432861514714913,1.1110916472433205e-37
0.0006470017461016951,1.0827045921333749e-37
0.0006507388018552649,1.0550697378609198e-37
0.0006544974426907739,1.0281663626678674e-37
0.0006582777932827796,1.0019743386949449e-37
0.00066207997902595,9.764741143130522e-38
0.0006659041260392302,9.516466969976136e-38
0.0006697503611700225,9.2747363672897e-38
0.0006736188119983948,9.039370099021203e-38
0.000677509606841313,8.810194037297737e-38
0.0006814228747568933,8.587039011231915e-38
0.0006853587455486919,8.369740660356866e-38
0.0006893173497699996,8.158139292543891e-38
0.0006932988187281809,7.952079746259873e-38
0.0006973032844890254,7.751411257029572e-38
0.0007013308798811293,7.555987327970114e-38
0.0007053817385003022,7.36566560427002e-38
0.0007094559947139946,7.180307751489282e-38
0.0007135537836657632,6.999779337560169e-38
0.0007176752412797431,6.823949718374175e-38
0.0007218205042651649,6.65269192684131e-38
0.000725989710120885,6.485882565314525e-38
0.0007301829971399479,6.323401701273467e-38
0.0007344005044141736,6.165132766166054e-38
0.0007386423718387682,6.010962457309469e-38
0.0007429087401169716,5.860780642754754e-38
0.000747199750764715,5.714480269023727e-38
0.0007515155461153226,5.571957271627564e-38
0.0007558562693242295,5.433110488281652e-38
0.0007602220643737307,5.297841574732402e-38
0.0007646130760777578,5.166054923115005e-38
0.0007690294500866789,5.037657582763908e-38
0.0007734713328921379,4.912559183399421e-38
0.000777938871831903,4.790671860617792e-38
0.0007824322150947628,4.6719101836124225e-38
0.0007869515117254378,4.556191085058104e-38
0.0007914969116295219,4.443433793091113e-38
0.0007960685655784634,4.3335597653202257e-38
0.0008006666252145534,4.2264926248068297e-38
0.0008052912430559697,4.122158097952314e-38
0.0008099425725018228,4.0204839542352796e-38
0.0008146207678372536,3.9213999477405374e-38
0.0008193259842385477,3.8248377604256286e-38
0.0008240583777782795,3.7307309470712373e-38
0.0008288181054304977,3.639014881863557e-38
0.0008336053250759211,3.5496267065592897e-38
0.0008384201955071845,3.462505280183994e-38
0.0008432628764341015,3.377591130217483e-38
0.0008481335284889633,3.2948264052205214e-38
0.0008530323132318671,3.214154828858854e-38
0.0008579593931560717,3.135521655282023e-38
0.0008629149316933962,3.0588736258153763e-38
0.000867899093219629,2.984158926925808e-38
0.00087291204305999,2.911327149421807e-38
0.0008779539474946102,2.8403292488508223e-38
0.0008830249737640474,2.771117507057304e-38
0.0008881252900748354,2.7036454948662485e-38
0.0008932550656050581,2.637868035858212e-38
0.0008984144705099716,2.5737411712024724e-38
0.0009036036759276358,2.5112221255167795e-38
0.0009088228539846002,2.4502692737220943e-38
0.0009140721778016095,2.3908421088627135e-38
0.0009193518214993471,2.3329012108624337e-38
0.0009246619602042108,2.2764082161885516e-38
0.0009300027700541179,2.221325788396461e-38
0.0009353744282043577,2.1676175895281147e-38
0.0009407771128334547,2.1152482523390802e-38
0.0009462110031490889,2.0641833533288275e-38
0.0009516762793940357,2.0143893865505544e-38
0.0009571731228521456,1.9658337381769495e-38
0.0009627017158543579,1.9184846617993388e-38
0.0009682622417847444,1.8723112544383241e-38
0.0009738548850866023,1.8272834332444557e-38
0.0009794798312685595,1.783371912868692e-38
0.0009851372669107373,1.7405481834822603e-38
0.000990827379670936,1.6987844894268914e-38
0.0009965503582908596,1.6580538084765097e-38
0.0010023063926023767,1.61832983169223e-38
0.0010080956735338152,1.579586943853076e-38
0.0010139183931162992,1.5418002044452467e-38
0.0010197747444901165,1.5049453291934917e-38
0.0010256649219111248,1.4689986721184593e-38
0.0010315891207571966,1.4339372081044893e-38
0.001037547537534698,1.3997385159627675e-38
0.0010435403698850093,1.3663807619752017e-38
0.0010495678165910766,1.3338426839048936e-38
0.001055630077584011,1.302103575459372e-38
0.0010617273539497163,1.2711432711933695e-38
0.0010678598479355607,1.2409421318381481e-38
0.001074027762957085,1.2114810300448794e-38
0.0010802313036047495,1.1827413365299325e-38
0.001086470675650722,1.1547049066102752e-38
0.0010927460860556987,1.1273540671176178e-38
0.0010990577429757756,1.1006716036801448e-38
0.0011054058557693487,1.074640748361188e-38
0.0011117906350040598,1.049245167644369e-38
0.0011182122924637803,1.0244689507551368e-38
0.0011246710411556384,1.0002965983088869e-38
0.001131167095317079,9.767130112762168e-39
0.0011377006704229775,9.537034802560164e-39
0.0011442719831927816,9.312536750475602e-39
0.0011508812515977024,9.09349634512863e-39
0.0011575286948679437,8.879777567209336e-39
0.0011642145334999738,8.671247893657501e-39
0.0011709389892638408,8.467778204500674e-39
0.0011777022852105246,8.269242692273869e-39
0.0011845046456793412,8.075518773946126e-39
0.0011913462963053807,7.88648700528229e-39
0.0011982274640269922,7.702030997569578e-39
0.0012051483770933117,7.522037336641118e-39
0.0012121092650718322,7.3463955041306e-39
0.001219110358856021,7.174997800893911e-39
0.001226151890672973,7.007739272536073e-39
0.0012332340940911211,6.844517636982644e-39
0.0012403572040279782,6.68523321403795e-39
0.0012475214567579315,6.52978885687283e-39
0.0012547270899200798,6.378089885387204e-39
0.0012619743425261163,6.230044021393982e-39
0.0012692634549682528,6.085561325572657e-39
0.0012765946690272,5.944554136141978e-39
0.0012839682278801832,5.806937009203341e-39
0.0012913843761090094,5.672626660707316e-39
0.0012988433597081804,5.541541909997328e-39
0.0013063454260930517,5.413603624886027e-39
0.0013138908241080414,5.28873466822094e-39
0.001321479804034879,5.166859845897538e-39
0.001329112617600915,5.047905856278635e-39
0.0013367895179874653,4.931801240980932e-39
0.001344510759838211,4.8184763369899256e-39
0.0013522765992676448,4.707863230066077e-39
0.001360087293869566,4.599895709405902e-39
0.0013679431027256266,4.494509223522876e-39
0.00137584428641392,4.391640837314083e-39
0.0013837911070176314,4.2912291902792164e-39
0.0013917838281337276,4.1932144558600525e-39
0.0013998227148816994,4.097538301868982e-39
0.0014079080339123582,4.00414385197624e-39
0.0014160400534166786,3.9129756482264705e-39
0.0014242190431346976,3.823979614555901e-39
0.0014324452743644548,3.737103021282517e-39
0.001440719019971001,3.652294450541969e-39
0.0014490405543954427,3.569503762643333e-39
0.0014574101536640471,3.48868206331908e-39
0.0014658280953973978,3.4097816718445674e-39
0.0014742946588196055,3.332756090003077e-39
0.0014828101247675632,3.257559971873137e-39
0.0014913747757002705,3.1841490944152906e-39
0.001499988895708198,3.11248032883656e-39
0.0015086527705227106,3.0425116127110857e-39
0.001517366687525546,2.97420192283621e-39
0.001526130935758348,2.9075112488038526e-39
0.0015349458059322535,2.842400567267607e-39
0.001543811590437531,2.778831816886519e-39
0.0015527285833532882,2.7167678739269766e-39
0.0015616970804572196,2.656172528504906e-39
0.0015707173792354203,2.5970104614506963e-39
0.0015797897788922522,2.5392472217799375e-39
0.0015889145803602703,2.4828492047534745e-39
0.0015980920863102048,2.427783630510801e-39
0.001607322601160995,2.374018523261242e-39
0.0016166064310898965,2.321522691017685e-39
0.0016259438840426305,2.2702657058583598e-39
0.0016353352697436004,2.220217884702237e-39
0.0016447808997061652,2.171350270584233e-39
0.0016542810872429735,2.1236346144167078e-39
0.001663836147476351,2.0770433572242003e-39
0.0016734463973487608,2.031549612838545e-39
0.0016831121556333123,1.9871271510421304e-39
0.0016928337429443347,1.9437503811471632e-39
0.001702611481748013,1.9013943359992655e-39
0.0017124456963730833,1.8600346563940354e-39
0.0017223367130215932,1.8196475758955017e-39
0.0017322848597797148,1.780209906045761e-39
0.0017422904666286384,1.7416990219552494e-39
0.0017523538654555092,1.7040928482636367e-39
0.00176247539006444,1.6673698454613245e-39
0.0017726553761875828,1.6315089965620367e-39
0.001782894161496264,1.5964897941171188e-39
0.001793192085612188,1.5622922275624685e-39
0.0018035494901186952,1.5288967708893263e-39
0.0018139667185721024,1.49628437063021e-39
0.0018244441165130923,1.4644364341518089e-39
0.0018349820314781764,1.4333348182465944e-39
0.0018455808130112229,1.4029618180153054e-39
0.0018562408126750532,1.3733001560326162e-39
0.0018669623840630951,1.344332971788542e-39
0.001877745882811124,1.3160438113982521e-39
0.0018885916666090507,1.2884166175733202e-39
0.0018995000952127888,1.2614357198474714e-39
0.0019104715304561865,1.2350858250501676e-39
0.0019215063362630308,1.2093520080215258e-39
0.0019326048786591186,1.1842197025622408e-39
0.0019437675257843918,1.159674692612391e-39
0.001954994647905159,1.1357031036530694e-39
0.0019662866174263703,1.112291394325112e-39
0.0019776438089039714,1.0894263482591906e-39
0.0019890665990573283,1.0670950661117843e-39
0.0020005553667817215,1.0452849578016698e-39
0.0020121104931609193,1.0239837349416985e-39
0.002023732361479806,1.003179403460825e-39
0.0020354213572371122,9.828602564113705e-40
0.002047177868158189,9.630148669568139e-40
0.0020590022842078754,9.436320815353521e-40
0.00207089499760343,9.247010131947309e-40
0.0020828564028275457,9.062110350938793e-40
0.0020948868966414245,8.881517741670842e-40
0.00210698687809795,8.705131049464538e-40
0.0021191567485549195,8.532851435386361e-40
0.002131396911688355,8.364582417518032e-40
0.002143707773505894,8.200229813690267e-40
0.002156089742360259,8.039701685642909e-40
0.0021685432289628034,7.882908284574745e-40
0.002181068646397125,7.729761998047515e-40
0.0021936664101327836,7.58017729820902e-40
0.0022063369380390706,7.434070691302052e-40
0.002219080650398875,7.2913606684258414e-40
0.002231897969922621,7.151967657518274e-40
0.0022447893217622922,7.015813976527489e-40
0.0022577551335255346,6.882823787742685e-40
0.002270795835289832,6.752923053254587e-40
0.002283911859616785,6.6260394915165585e-40
0.0022971036415664493,6.5021025349787555e-40
0.002310371618711771,6.381043288767704e-40
0.002323716231153099,6.26279449038498e-40
0.002337137921532784,6.147290470398952e-40
0.002350637135049864,6.034467114104591e-40
0.00236421431947482,5.924261824126773e-40
0.002377869925164446,5.816613483943006e-40
0.0023916044050767736,5.711462422302717e-40
0.002405418214786104,5.608750378520131e-40
0.0024193118124981165,5.5084204686188565e-40
0.002433285659065069,5.4104171523066105e-40
0.002447340218001077,5.314686200759337e-40
0.0024614759554975017,5.221174665194052e-40
0.0024756933404384046,5.1298308462109075e-40
0.0024899928444161016,5.040604263884958e-40
0.0025043749417468075,4.953445628588807e-40
0.0025188401094863675,4.8683068125279046e-40
0.002533388827446085,4.785140821970515e-40
0.0025480215782086265,4.703901770155106e-40
0.002562738847144043,4.624544850857976e-40
0.002577541122425862,4.547026312604903e-40
0.00259242889504728,4.471303433510509e-40
0.0026074026588374516,4.3973344967297675e-40
0.0026224629104778675,4.325078766506357e-40
0.0026376101495188334,4.2544964648030094e-40
0.0026528448783960296,4.1855487484993765e-40
0.0026681676024471915,4.118197687143199e-40
0.0026835788299288633,4.052406241241165e-40
0.0026990790720332575,3.988138241075962e-40
0.002714668842905212,3.925358366036481e-40
0.0027303486596592474,3.864032124448428e-40
0.0027461190423967085,3.8041258338930385e-40
0.0027619805142230325,3.745606602001609e-40
0.002777933601265089,3.6884423077143035e-40
0.0027939788326886363,3.6326015829916054e-40
0.002810116740715871,3.5780537949672764e-40
0.0028263478606430845,3.524769028531922e-40
0.0028426727308584207,3.4727180693365266e-40
0.0028590918928597217,3.421872387205677e-40
0.0028756058912725096,3.3722041199502127e-40
0.002892215273868037,3.3236860575697004e-40
0.002908920591581461,3.2762916268349392e-40
0.002925722398530119,3.229994876241303e-40
0.002942621252031906,3.1847704613237e-40
0.002959617712623767,3.1405936303243536e-40
0.0029767123440802754,3.0974402102047405e-40
0.0029939057134323525,3.0552865929931578e-40
0.0030111983909860657,3.0141097224598544e-40
0.0030285909503415453,2.9738870811115835e-40
0.003046083968412013,2.9345966774978113e-40
0.003063678025442922,2.8962170338209666e-40
0.003081373705031189,2.8587271738433065e-40
0.0030991715941445725,2.8221066110831124e-40
0.0031170722831411297,2.786335337293235e-40
0.0031350763657888026,2.7513938112150472e-40
0.003153184439285111,2.717262947601114e-40
0.003171397104276966,2.6839241065000388e-40
0.003189714964880591,2.6513590827971e-40
0.003208138628701552,2.619550096004493e-40
0.0032266687068549303,2.5884797802950167e-40
0.0032453058139855786,2.5581311747734386e-40
0.003264050568288513,2.528487713979637e-40
0.003282903591529421,2.4995332186179777e-40
0.003301865509065281,2.471251886507411e-40
0.003320936949865113,2.4436282837469445e-40
0.003340118546530824,2.416647336091306e-40
0.003359410935318217,2.39029432053164e-40
0.0033788147561580775,2.36455485707638e-40
0.003398330652677405,2.3394149007273786e-40
0.003417959272220763,2.3148607336466146e-40
0.003437701265871754,2.2908789575088757e-40
0.0034575572884746027,2.2674564860359335e-40
0.0034775279986558978,2.244580537707797e-40
0.003497614058846425,2.2222386286468574e-40
0.003517816135303143,2.200418565670676e-40
0.003538134898131283,2.1791084395094206e-40
0.003558571021306578,2.158296618183939e-40
0.0035791251826976208,2.137971740540653e-40
0.003599798064088333,2.118122709939494e-40
0.0036205903512006063,2.098738688091156e-40
0.0036415027337170273,2.079809089040171e-40
0.003662535905303764,2.0613235732902335e-40
0.0036836905636335694,2.0432720420684045e-40
0.0037049674104089277,2.0256446317248475e-40
0.0037263671513853317,2.0084317082648627e-40
0.003747890496394677,1.991623862010063e-40
0.0037695381593688313,1.975211902385556e-40
0.0037913108583632997,1.959186852830184e-40
0.0038132093155810467,1.943539945826836e-40
0.0038352342573964525,1.9282626180499786e-40
0.0038573864143794045,1.9133465056276103e-40
0.0038796665213195374,1.898783439514897e-40
0.0039020753172505887,1.8845654409768532e-40
0.0039246135454749365,1.870684717177422e-40
0.003947281953588239,1.8571336568724744e-40
0.003970081293504236,1.8439048262042146e-40
0.003993012321479693,1.8309909645945886e-40
0.004016075798139484,1.8183849807353526e-40
0.004039272488501813,1.8060799486724892e-40
0.004062603162003607,1.7940691039827226e-40
0.0040860685925260265,1.7823458400399756e-40
0.00410966955842014,1.7709037043695983e-40
0.004133406842532736,1.7597363950883116e-40
0.004157281232232298,1.7488377574278158e-40
0.004181293519435121,1.7382017803400882e-40
0.004205444500631561,1.7278225931824397e-40
0.004229734976912487,1.717694462480425e-40
0.004254165753995829,1.7078117887667787e-40
0.004278737642253312,1.6981691034945744e-40
0.0043034514567373335,1.6887610660228491e-40
0.004328308017208004,1.6795824606729776e-40
0.004353308148160335,1.6706281938541327e-40
0.004378452678851578,1.6618932912561972e-40
0.004403742443328753,1.6533728951085228e-40
0.004429178280456295,1.6450622615030063e-40
0.004454761033943889,1.6369567577799426e-40
0.004480491552374451,1.6290518599751946e-40
0.004506370689232283,1.6213431503272135e-40
0.004532399302931362,1.6138263148425259e-40
0.004558578256843845,1.6064971409182811e-40
0.004584908419328686,1.5993515150205482e-40
0.004611390663760445,1.5923854204170224e-40
0.004638025868558258,1.5855949349628852e-40
0.004664814917214973,1.578976228938548e-40
0.004691758698326464,1.5725255629380809e-40
0.004718858105621082,1.5662392858071264e-40
0.004746114037989332,1.5601138326291247e-40
0.004773527399513669,1.5541457227587482e-40
0.004801099099498492,1.5483315579014088e-40
0.0048288300525003046,1.5426680202377716e-40
0.00485672117835805,1.5371518705922216e-40
0.004884773402223632,1.5317799466442487e-40
0.004912987654592578,1.5265491611817547e-40
0.0049413648713349315,1.5214565003952866e-40
0.004969905993726283,1.5164990222122605e-40
0.00499861196847899,1.511673854670221e-40
0.005027483747773583,1.5069781943282421e-40
0.005056522289290351,1.5024093047155603e-40
0.005085728556241094,1.4979645148165922e-40
0.005115103517401098,1.4936412175914662e-40
0.005144648147141248,1.48943686853126e-40
0.00517436342546036,1.4853489842471171e-40
0.0052042503380176795,1.4813751410924714e-40
0.005234309876165581,1.4775129738175925e-40
0.005264543036982457,1.4737601742557084e-40
0.005294950823305765,1.4701144900399746e-40
0.005325534243765329,1.4665737233505575e-40
0.005356294312816773,1.4631357296911517e-40
0.005387232050775173,1.4597984166942339e-40
0.005418348483848905,1.4565597429543926e-40
0.005449644644173683,1.4534177168890765e-40
0.005481121569846801,1.4503703956261335e-40
0.0055127803049615405,1.4474158839175174e-40
0.005544621899641845,1.4445523330785477e-40
0.005576647410077121,1.4417779399521409e-40
0.005608857898557286,1.439090945897437e-40
0.005641254433507998,1.436489635802244e-40
0.005673838089526105,1.4339723371187645e-40
0.005706609947415266,1.4315374189220568e-40
0.005739571094221832,1.4291832909907118e-40
0.005772722623270889,1.4269084029092274e-40
0.00580606563420252,1.4247112431915864e-40
0.005839601233008286,1.4225903384255444e-40
0.00587333053206791,1.4205442524371537e-40
0.005907254650186182,1.4185715854750558e-40
0.005941374712630041,1.4166709734140866e-40
0.005975691851165946,1.4148410869777557e-40
0.006010207204097383,1.4130806309791605e-40
0.006044921916302634,1.4113883435799126e-40
0.006079837139272749,1.4097629955666715e-40
0.006114954031149747,1.4082033896448657e-40
0.006150273756765034,1.4067083597492258e-40
0.006185797487678013,1.4052767703707346e-40
0.006221526402214988,1.403907515899614e-40
0.0062574616855082185,1.4025995199839984e-40
0.006293604529535244,1.4013517349039225e-40
0.006329956133158416,1.4001631409602726e-40
0.006366517702164664,1.3990327458783777e-40
0.0064032904493055015,1.3979595842258861e-40
0.006440275594337228,1.3969427168446158e-40
0.006477474364061423,1.3959812302960532e-40
0.0065148879923656155,1.3950742363201997e-40
0.006552517720264219,1.3942208713074499e-40
0.0065903647959396966,1.3934202957832202e-40
0.0066284304747839685,1.3926716939050253e-40
0.006666716019440027,1.3919742729717355e-40
0.00670522269984386,1.3913272629447248e-40
0.006743951793266547,1.390729915980651e-40
0.006782904584356633,1.3901815059756023e-40
0.006822082365182739,1.3896813281203575e-40
0.006861486435276425,1.3892286984665027e-40
0.006901118101675299,1.3888229535031656e-40
0.006940978678966341,1.3884634497441308e-40
0.0069810694893295555,1.388149563325099e-40
0.007021391862581798,1.3878806896108652e-40
0.00706194713622089,1.3876562428121915e-40
0.007102736655469988,1.3874756556121653e-40
0.0071437617733222025,1.3873383788018213e-40
0.007185023850585484,1.3872438809248276e-40
0.00722652425592773,1.387191647931036e-40
0.007268264365922236,1.387181182838694e-40
0.007310245565093315,1.3872120054051247e-40
0.00735246924596224,1.3872836518057042e-40
0.007394936809093429,1.3873956743209287e-40
0.007437649663140911,1.3875476410314105e-40
0.00748060922489502,1.3877391355206256e-40
0.007523816919329437,1.3879697565852334e-40
0.007567274179648425,1.3882391179528165e-40
0.007610982447334376,1.3885468480068661e-40
0.007654943172195625,1.388892589518865e-40
0.0076991578124145435,1.3892759993873011e-40
0.00774362783459591,1.3896967483834758e-40
0.007788354713815532,1.390154520903947e-40
0.007833339933669215,1.3906490147294727e-40
0.007878584986321949,1.3911799407903075e-40
0.007924091372557404,1.39174702293772e-40
0.00796986060182772,1.3923499977215957e-40
0.008015894192303568,1.3929886141739973e-40
0.008062193670924521,1.3936626335985494e-40
0.008108760573449668,1.3943718293655327e-40
0.008155596444508603,1.395115986712557e-40
0.00820270283765263,1.395894902550703e-40
0.008250081315406305,1.3967083852760127e-40
0.008297733449319257,1.3975562545862157e-40
0.008345660820018336,1.3984383413025869e-40
0.008393865017259998,1.3993544871968207e-40
0.008442347639983097,1.4003045448228258e-40
0.008491110296361879,1.4012883773533335e-40
0.008540154603859346,1.4023058584212174e-40
0.008589482189280895,1.4033568719654376e-40
0.008639094688828286,1.404441312081504e-40
0.008688993748153925,1.4055590828763736e-40
0.008739181022415408,1.406710098327688e-40
0.008789658176330487,1.4078942821472681e-40
0.008840426884232241,1.4091115676487734e-40
0.008891488830124632,1.4103618976194516e-40
0.00894284570773836,1.411645224195886e-40
0.008994499220587043,1.4129615087436754e-40
0.009046451082023737,1.4143107217409567e-40
0.009098703015297725,1.4156928426656994e-40
0.009151256753611732,1.417107859886707e-40
0.009204114040179392,1.4185557705582354e-40
0.009257276628283061,1.4200365805181792e-40
0.009310746281331985,1.4215503041897434e-40
0.009364524772920803,1.4230969644865412e-40
0.009418613886888331,1.4246765927210504e-40
0.009473015417376798,1.42628922851637e-40
0.009527731168891312,1.4279349197212143e-40
0.009582762956359731,1.4296137223280744e-40
0.009638112605192865,1.4313257003945154e-40
0.009693781951345019,1.4330709259675204e-40
0.009749772841374908,1.4348494790108562e-40
0.00980608713250686,1.4366614473353803e-40
0.009862726692692489,1.4385069265322654e-40
0.009919693400672615,1.4403860199090662e-40
0.009976989146039582,1.442298838428593e-40
0.010034615829299943,1.4442455006505434e-40
0.010092575361937507,1.4462261326758393e-40
0.010150869666476737,1.4482408680936357e-40
0.01020950067654649,1.4502898479309372e-40
0.01026847033694422,1.452373220604811e-40
0.010327780603700442,1.4544911418771206e-40
0.010387433444143614,1.4566437748117637e-40
0.010447430836965413,1.4588312897343713e-40
0.010507774772286356,1.4610538641944203e-40
0.010568467251721822,1.463311682929735e-40
0.010629510288448413,1.465604937833331e-40
0.010690905907270783,1.4679338279225838e-40
0.010752656144688772,1.4702985593106656e-40
0.010814763048964953,1.4726993451802387e-40
0.010877228680192584,1.4751364057593643e-40
0.010940055110363946,1.4776099682995975e-40
0.011003244423439034,1.4801202670562383e-40
0.011066798715414744,1.4826675432707165e-40
0.011130720094394348,1.4852520451550767e-40
0.011195010680657442,1.4878740278785393e-40
0.011259672606730272,1.4905337535561109e-40
0.011324708017456461,1.4932314912392251e-40
0.011390119070068183,1.495967516908383e-40
0.011455907934257655,1.49874211346777e-40
0.011522076792249187,1.5015555707418423e-40
0.011588627838871513,1.5044081854738375e-40
0.01165556328163061,1.5073002613262115e-40
0.011722885340782922,1.5102321088829706e-40
0.011790596249408999,1.5132040456538806e-40
0.011858698253487588,1.5162163960805439e-40
0.011927193611970083,1.5192694915443155e-40
0.011996084596855526,1.5223636703760516e-40
0.012065373493265913,1.5254992778676722e-40
0.012135062599522024,1.5286766662855218e-40
0.012205154227219637,1.531896194885515e-40
0.01227565070130623,1.5351582299300575e-40
0.012346554360158041,1.5384631447067227e-40
0.012417867555657719,1.5418113195486869e-40
0.01248959265327227,1.5452031418568885e-40
0.012561732032131552,1.5486390061239257e-40
0.012634288085107168,1.55211931395967e-40
0.012707263218891858,1.5556444741185887e-40
0.012780659854079333,1.5592149025287688e-40
0.012854480425244516,1.5628310223226348e-40
0.012928727381024371,1.5664932638693585e-40
0.013003403184199082,1.5702020648089452e-40
0.013078510311773745,1.5739578700880003e-40
0.013154051255060544,1.5777611319971638e-40
0.013230028519761372,1.581612310210216e-40
0.013306444626050977,1.5855118718248479e-40
0.013383302108660487,1.589460291405085e-40
0.013460603516961574,1.5934580510253862e-40
0.013538351415050966,1.5975056403163846e-40
0.013616548381835512,1.6016035565122951e-40
0.013695197011117717,1.6057523044999756e-40
0.013774299911681798,1.6099523968696445e-40
0.013853859707380164,1.6142043539672581e-40
0.013933879037220532,1.6185087039485516e-40
0.0140143605554534,1.62286598283473e-40
0.014095306931660116,1.6272767345698422e-40
0.014176720850841415,1.6317415110798045e-40
0.014258605013506492,1.6362608723331088e-40
0.014340962135762586,1.6408353864032056e-40
0.014423794949405017,1.6454656295325625e-40
0.014507106202007885,1.6501521861984222e-40
0.014590898657015157,1.654895649180245e-40
0.014675175093832333,1.659696619628857e-40
0.014759938307918653,1.6645557071373062e-40
0.014845191110879811,1.669473529813435e-40
0.014930936330561239,1.6744507143541833e-40
0.01501717681114184,1.6794878961216162e-40
0.015103915413228428,1.6845857192207125e-40
0.015191155013950549,1.6897448365788919e-40
0.015278898507055931,1.6949659100273196e-40
0.015367148803006473,1.7002496103839907e-40
0.0154559088290748,1.705596617538593e-40
0.015545181529441291,1.7110076205391834e-40
0.015634969865291847,1.7164833176806829e-40
0.015725276814916037,1.7220244165951915e-40
0.01581610537380591,1.7276316343441578e-40
0.01590745855475536,1.7333056975124024e-40
0.015999339387960047,1.739047342304022e-40
0.01609175092111794,1.7448573146401822e-40
0.01618469621953034,1.750736370258817e-40
