f_Hz,Sn_1_per_Hz,model
0.0003128405692220753,3.595092354016732e-36,RCL2019_10yr_inst-only
0.00031417634112819665,3.516822938444317e-36,RCL2019_10yr_inst-only
0.00031551781653559193,3.440318701141496e-36,RCL2019_10yr_inst-only
0.0003168650197971671,3.365538640463045e-36,RCL2019_10yr_inst-only
0.00031821797536980926,3.292442729659296e-36,RCL2019_10yr_inst-only
0.0003195767078148333,3.2209918932829983e-36,RCL2019_10yr_inst-only
0.000320941241798425,3.151147984174828e-36,RCL2019_10yr_inst-only
0.0003223116020920918,3.082873761012679e-36,RCL2019_10yr_inst-only
0.0003236878135731097,3.016132866411327e-36,RCL2019_10yr_inst-only
0.0003250699012249762,2.9508898055584144e-36,RCL2019_10yr_inst-only
0.0003264578901378647,2.887109925373668e-36,RCL2019_10yr_inst-only
0.00032785180550907783,2.824759394178583e-36,RCL2019_10yr_inst-only
0.0003292516726435073,2.763805181863553e-36,RCL2019_10yr_inst-only
0.0003306575169540912,2.7042150405406154e-36,RCL2019_10yr_inst-only
0.000332069363962276,2.6459574856694293e-36,RCL2019_10yr_inst-only
0.0003334872392984813,2.5890017776449495e-36,RCL2019_10yr_inst-only
0.0003349111687025624,2.5333179038355313e-36,RCL2019_10yr_inst-only
0.0003363411780242805,2.478876561060002e-36,RCL2019_10yr_inst-only
0.00033777729322376915,2.42564913849325e-36,RCL2019_10yr_inst-only
0.00033921954037200824,2.3736077009893724e-36,RCL2019_10yr_inst-only
0.0003406679456512947,2.3227249728124455e-36,RCL2019_10yr_inst-only
0.0003421225353557203,2.272974321764486e-36,RCL2019_10yr_inst-only
0.0003435833358916469,2.2243297437011562e-36,RCL2019_10yr_inst-only
0.0003450503737781866,2.176765847425378e-36,RCL2019_10yr_inst-only
0.00034652367564768423,2.130257839949606e-36,RCL2019_10yr_inst-only
0.0003480032682461986,2.084781512117844e-36,RCL2019_10yr_inst-only
0.00034948917843399043,2.0403132245781937e-36,RCL2019_10yr_inst-only
0.00035098143318600816,1.996829894097643e-36,RCL2019_10yr_inst-only
0.000352480059592378,1.9543089802104248e-36,RCL2019_10yr_inst-only
0.0003539850848588973,1.9127284721917738e-36,RCL2019_10yr_inst-only
0.00035549653630752553,1.872066876349211e-36,RCL2019_10yr_inst-only
0.00035701444137688356,1.832303203623247e-36,RCL2019_10yr_inst-only
0.0003585388276227487,1.7934169574902227e-36,RCL2019_10yr_inst-only
0.0003600697227185577,1.755388122159525e-36,RCL2019_10yr_inst-only
0.00036160715445590635,1.7181971510582084e-36,RCL2019_10yr_inst-only
0.00036315115074505715,1.681824955595688e-36,RCL2019_10yr_inst-only
0.0003647017396154429,1.6462528942018896e-36,RCL2019_10yr_inst-only
0.0003662589492161772,1.611462761631858e-36,RCL2019_10yr_inst-only
0.0003678228078165661,1.5774367785304345e-36,RCL2019_10yr_inst-only
0.0003693933438066191,1.544157581250616e-36,RCL2019_10yr_inst-only
0.00037097058569756725,1.511608211919204e-36,RCL2019_10yr_inst-only
0.0003725545621223782,1.4797721087438751e-36,RCL2019_10yr_inst-only
0.0003741453018362771,1.448633096555557e-36,RCL2019_10yr_inst-only
0.00037574283371726995,1.4181753775803973e-36,RCL2019_10yr_inst-only
0.00037734718676666473,1.3883835224357737e-36,RCL2019_10yr_inst-only
0.0003789583901096015,1.359242461344624e-36,RCL2019_10yr_inst-only
0.00038057647299557764,1.3307374755630099e-36,RCL2019_10yr_inst-only
0.00038220146479898205,1.3028541890153967e-36,RCL2019_10yr_inst-only
0.0003838333950196255,1.2755785601328128e-36,RCL2019_10yr_inst-only
0.00038547229328327894,1.248896873888679e-36,RCL2019_10yr_inst-only
0.0003871181893422088,1.2227957340276577e-36,RCL2019_10yr_inst-only
0.00038877111307571827,1.1972620554826245e-36,RCL2019_10yr_inst-only
0.00039043109449069083,1.1722830569752326e-36,RCL2019_10yr_inst-only
0.0003920981637221323,1.1478462537955959e-36,RCL2019_10yr_inst-only
0.0003937723510337211,1.1239394507565791e-36,RCL2019_10yr_inst-only
0.00039545368681835467,1.100550735318577e-36,RCL2019_10yr_inst-only
0.00039714220159870264,1.0776684708804592e-36,RCL2019_10yr_inst-only
0.00039883792602776215,1.0552812902326811e-36,RCL2019_10yr_inst-only
0.00040054089088941114,1.0333780891686271e-36,RCL2019_10yr_inst-only
0.000402251127098971,1.011948020250182e-36,RCL2019_10yr_inst-only
0.000403968665703764,9.909804867239307e-37,RCL2019_10yr_inst-only
0.0004056935378836806,9.704651365841179e-37,RCL2019_10yr_inst-only
0.00040742577495174193,9.50391856778941e-37,RCL2019_10yr_inst-only
0.00040916540835467165,9.307507675565275e-37,RCL2019_10yr_inst-only
0.00041091246967346395,9.115322169473066e-37,RCL2019_10yr_inst-only
0.0004126669906239581,8.927267753793434e-37,RCL2019_10yr_inst-only
0.00041442900305741534,8.743252304234189e-37,RCL2019_10yr_inst-only
0.0004161985389610944,8.563185816647327e-37,RCL2019_10yr_inst-only
0.0004179756304588354,8.386980356980273e-37,RCL2019_10yr_inst-only
0.00041976030981163997,8.214550012432525e-37,RCL2019_10yr_inst-only
0.0004215526094182586,8.045810843787015e-37,RCL2019_10yr_inst-only
0.00042335256181577944,7.880680838888232e-37,RCL2019_10yr_inst-only
0.0004251601996802166,7.719079867239217e-37,RCL2019_10yr_inst-only
0.0004269755558271064,7.56092963568938e-37,RCL2019_10yr_inst-only
0.0004287986632120997,7.4061536451875495e-37,RCL2019_10yr_inst-only
0.0004306295549315638,7.254677148573172e-37,RCL2019_10yr_inst-only
0.00043246826422317956,7.106427109381521e-37,RCL2019_10yr_inst-only
0.00043431482446654857,6.9613321616370025e-37,RCL2019_10yr_inst-only
0.0004361692691837957,6.819322570611613e-37,RCL2019_10yr_inst-only
0.00043803163204017917,6.680330194524146e-37,RCL2019_10yr_inst-only
0.0004399019468447032,6.544288447157597e-37,RCL2019_10yr_inst-only
0.0004417802475507283,6.411132261372758e-37,RCL2019_10yr_inst-only
0.0004436665682565914,6.280798053495318e-37,RCL2019_10yr_inst-only
0.0004455609432062219,6.1532236885562005e-37,RCL2019_10yr_inst-only
0.0004474634067897643,6.028348446363648e-37,RCL2019_10yr_inst-only
0.0004493739935442042,5.906112988387051e-37,RCL2019_10yr_inst-only
0.0004512927381539919,5.786459325433124e-37,RCL2019_10yr_inst-only
0.00045321967545167586,5.66933078609446e-37,RCL2019_10yr_inst-only
0.00045515484041853125,5.5546719859525355e-37,RCL2019_10yr_inst-only
0.00045709826818519873,5.442428797515971e-37,RCL2019_10yr_inst-only
0.0004590499940323185,5.332548320877087e-37,RCL2019_10yr_inst-only
0.00046101005339117444,5.224978855068407e-37,RCL2019_10yr_inst-only
0.00046297848184433425,5.119669870102993e-37,RCL2019_10yr_inst-only
0.0004649553151262966,5.016571979681302e-37,RCL2019_10yr_inst-only
0.0004669405891241413,4.915636914548793e-37,RCL2019_10yr_inst-only
0.0004689343398781776,4.816817496488529e-37,RCL2019_10yr_inst-only
0.00047093660358260206,4.720067612933016e-37,RCL2019_10yr_inst-only
0.0004729474165861525,4.625342192180822e-37,RCL2019_10yr_inst-only
0.0004749668153927691,4.532597179202784e-37,RCL2019_10yr_inst-only
0.0004769948366622587,4.441789512023805e-37,RCL2019_10yr_inst-only
0.00047903151721095683,4.352877098666453e-37,RCL2019_10yr_inst-only
0.00048107689401239996,4.265818794642278e-37,RCL2019_10yr_inst-only
0.00048313100419799284,4.180574380978221e-37,RCL2019_10yr_inst-only
0.0004851938850576865,4.097104542764514e-37,RCL2019_10yr_inst-only
0.00048726557404065124,4.015370848212146e-37,RCL2019_10yr_inst-only
0.0004893461087559604,3.935335728206878e-37,RCL2019_10yr_inst-only
0.0004914355269732697,3.856962456348485e-37,RCL2019_10yr_inst-only
0.0004935338666235045,3.780215129462951e-37,RCL2019_10yr_inst-only
0.0004956411657995496,3.7050586485764732e-37,RCL2019_10yr_inst-only
0.0004977574627569373,3.6314587003402215e-37,RCL2019_10yr_inst-only
0.0004998827959145464,3.559381738894589e-37,RCL2019_10yr_inst-only
0.0005020172038552955,3.4887949681628354e-37,RCL2019_10yr_inst-only
0.0005041607253268452,3.4196663245633525e-37,RCL2019_10yr_inst-only
0.0005063133992423032,3.3519644601305874e-37,RCL2019_10yr_inst-only
0.0005084752646809267,3.285658726035028e-37,RCL2019_10yr_inst-only
0.0005106463608888365,3.220719156492123e-37,RCL2019_10yr_inst-only
0.0005128267272797251,3.1571164530513533e-37,RCL2019_10yr_inst-only
0.000515016403435576,3.09482196925577e-37,RCL2019_10yr_inst-only
0.0005172154291073789,3.0338076956635433e-37,RCL2019_10yr_inst-only
0.0005194238442158545,2.9740462452224128e-37,RCL2019_10yr_inst-only
0.0005216416888521766,2.91551083898893e-37,RCL2019_10yr_inst-only
0.0005238690032787005,2.8581752921838766e-37,RCL2019_10yr_inst-only
0.0005261058279296963,2.8020140005759528e-37,RCL2019_10yr_inst-only
0.0005283522034120788,2.747001927185921e-37,RCL2019_10yr_inst-only
0.0005306081705061489,2.6931145893032376e-37,RCL2019_10yr_inst-only
0.0005328737701663307,2.640328045808037e-37,RCL2019_10yr_inst-only
0.0005351490435219156,2.5886188847908174e-37,RCL2019_10yr_inst-only
0.0005374340318778115,2.53796421146283e-37,RCL2019_10yr_inst-only
0.0005397287767152886,2.488341636350312e-37,RCL2019_10yr_inst-only
0.0005420333196927366,2.4397292637654676e-37,RCL2019_10yr_inst-only
0.0005443477026464165,2.3921056805479393e-37,RCL2019_10yr_inst-only
0.000546671967591225,2.3454499450698867e-37,RCL2019_10yr_inst-only
0.0005490061567214522,2.299741576498799e-37,RCL2019_10yr_inst-only
0.0005513503124115527,2.254960544311412e-37,RCL2019_10yr_inst-only
0.0005537044772169101,2.21108725805319e-37,RCL2019_10yr_inst-only
0.000556068693874612,2.168102557337097e-37,RCL2019_10yr_inst-only
0.0005584430053042274,2.125987702076164e-37,RCL2019_10yr_inst-only
0.0005608274546085811,2.0847243629443076e-37,RCL2019_10yr_inst-only
0.0005632220850745419,2.044294612059677e-37,RCL2019_10yr_inst-only
0.0005656269401738037,2.004680913885589e-37,RCL2019_10yr_inst-only
0.0005680420635636766,1.9658661163435433e-37,RCL2019_10yr_inst-only
0.0005704674990878811,1.9278334421333954e-37,RCL2019_10yr_inst-only
0.0005729032907773401,1.8905664802558346e-37,RCL2019_10yr_inst-only
0.0005753494828509826,1.8540491777321002e-37,RCL2019_10yr_inst-only
0.0005778061197165423,1.8182658315165447e-37,RCL2019_10yr_inst-only
0.0005802732459713679,1.7832010805971497e-37,RCL2019_10yr_inst-only
0.0005827509064032283,1.7488398982797983e-37,RCL2019_10yr_inst-only
0.0005852391459911304,1.7151675846516694e-37,RCL2019_10yr_inst-only
0.0005877380099061314,1.6821697592197497e-37,RCL2019_10yr_inst-only
0.0005902475435121607,1.6498323537200997e-37,RCL2019_10yr_inst-only
0.000592767792366845,1.6181416050938839e-37,RCL2019_10yr_inst-only
0.0005952988022223313,1.587084048626298e-37,RCL2019_10yr_inst-only
0.0005978406190261226,1.5566465112443255e-37,RCL2019_10yr_inst-only
0.0006003932889219072,1.5268161049697926e-37,RCL2019_10yr_inst-only
0.0006029568582503986,1.497580220523833e-37,RCL2019_10yr_inst-only
0.0006055313735501786,1.468926521079259e-37,RCL2019_10yr_inst-only
0.0006081168815585374,1.4408429361574206e-37,RCL2019_10yr_inst-only
0.0006107134292123278,1.4133176556659078e-37,RCL2019_10yr_inst-only
0.0006133210636488117,1.3863391240740352e-37,RCL2019_10yr_inst-only
0.0006159398322065207,1.3598960347225908e-37,RCL2019_10yr_inst-only
0.0006185697824261111,1.3339773242648903e-37,RCL2019_10yr_inst-only
0.0006212109620512315,1.3085721672358462e-37,RCL2019_10yr_inst-only
0.0006238634190293853,1.2836699707461985e-37,RCL2019_10yr_inst-only
0.0006265272015128026,1.259260369298818e-37,RCL2019_10yr_inst-only
0.0006292023578593172,1.2353332197242282e-37,RCL2019_10yr_inst-only
0.0006318889366332389,1.2118785962326412e-37,RCL2019_10yr_inst-only
0.000634586986606241,1.1888867855795634e-37,RCL2019_10yr_inst-only
0.000637296556758241,1.166348282342498e-37,RCL2019_10yr_inst-only
0.0006400176962782917,1.1442537843059785e-37,RCL2019_10yr_inst-only
0.0006427504545654761,1.1225941879524214e-37,RCL2019_10yr_inst-only
0.0006454948812297992,1.1013605840563903e-37,RCL2019_10yr_inst-only
0.0006482510260930949,1.0805442533796781e-37,RCL2019_10yr_inst-only
0.0006510189391899249,1.0601366624650084e-37,RCL2019_10yr_inst-only
0.0006537986707684892,1.0401294595259055e-37,RCL2019_10yr_inst-only
0.0006565902712915399,1.0205144704305279e-37,RCL2019_10yr_inst-only
0.0006593937914372959,1.001283694777278e-37,RCL2019_10yr_inst-only
0.0006622092821003613,9.824293020600068e-38,RCL2019_10yr_inst-only
0.0006650367943926508,9.639436279207021e-38,RCL2019_10yr_inst-only
0.0006678763796443196,9.458191704876188e-38,RCL2019_10yr_inst-only
0.0006707280894046911,9.280485867968915e-38,RCL2019_10yr_inst-only
0.0006735919754431967,9.106246892955849e-38,RCL2019_10yr_inst-only
0.0006764680897503124,8.935404424243749e-38,RCL2019_10yr_inst-only
0.0006793564845385037,8.767889592779183e-38,RCL2019_10yr_inst-only
0.000682257212243176,8.603634983411259e-38,RCL2019_10yr_inst-only
0.0006851703255236213,8.442574602995957e-38,RCL2019_10yr_inst-only
0.0006880958772639802,8.284643849223927e-38,RCL2019_10yr_inst-only
0.0006910339205741966,8.129779480155884e-38,RCL2019_10yr_inst-only
0.0006939845087909839,7.977919584448248e-38,RCL2019_10yr_inst-only
0.0006969476954787954,7.829003552253164e-38,RCL2019_10yr_inst-only
0.0006999235344307945,7.682972046777578e-38,RCL2019_10yr_inst-only
0.0007029120796698302,7.539766976485546e-38,RCL2019_10yr_inst-only
0.000705913385449419,7.399331467928913e-38,RCL2019_10yr_inst-only
0.0007089275062547325,7.261609839191688e-38,RCL2019_10yr_inst-only
0.0007119544968035808,7.12654757393432e-38,RCL2019_10yr_inst-only
0.000714994412047412,6.994091296023005e-38,RCL2019_10yr_inst-only
0.0007180473071723046,6.864188744731459e-38,RCL2019_10yr_inst-only
0.0007211132375999716,6.736788750501078e-38,RCL2019_10yr_inst-only
0.0007241922589887689,6.611841211246803e-38,RCL2019_10yr_inst-only
0.0007272844272347001,6.489297069196375e-38,RCL2019_10yr_inst-only
0.0007303897984724377,6.369108288249813e-38,RCL2019_10yr_inst-only
0.0007335084290763366,6.251227831848017e-38,RCL2019_10yr_inst-only
0.0007366403756614602,6.135609641337916e-38,RCL2019_10yr_inst-only
0.0007397856950846088,6.022208614823046e-38,RCL2019_10yr_inst-only
0.000742944444445351,5.910980586488343e-38,RCL2019_10yr_inst-only
0.000746116681087059,5.801882306388161e-38,RCL2019_10yr_inst-only
0.0007493024625979504,5.694871420686625e-38,RCL2019_10yr_inst-only
0.0007525018468121359,5.589906452340042e-38,RCL2019_10yr_inst-only
0.0007557148918106645,5.486946782211366e-38,RCL2019_10yr_inst-only
0.0007589416559225839,5.38595263060618e-38,RCL2019_10yr_inst-only
0.0007621821977259937,5.286885039221223e-38,RCL2019_10yr_inst-only
0.000765436576049111,5.189705853495313e-38,RCL2019_10yr_inst-only
0.0007687048499713411,5.094377705353681e-38,RCL2019_10yr_inst-only
0.0007719870788243445,5.000863996336883e-38,RCL2019_10yr_inst-only
0.0007752833221931203,4.909128881104868e-38,RCL2019_10yr_inst-only
0.0007785936399170817,4.819137251308288e-38,RCL2019_10yr_inst-only
0.0007819180920911457,4.730854719818036e-38,RCL2019_10yr_inst-only
0.0007852567390668252,4.644247605304997e-38,RCL2019_10yr_inst-only
0.0007886096414533229,4.559282917162167e-38,RCL2019_10yr_inst-only
0.0007919768601186298,4.4759283407610624e-38,RCL2019_10yr_inst-only
0.0007953584561906324,4.3941522230347475e-38,RCL2019_10yr_inst-only
0.0007987544910582245,4.313923558380113e-38,RCL2019_10yr_inst-only
0.0008021650263724158,4.235211974872211e-38,RCL2019_10yr_inst-only
0.000805590124047458,4.157987720783118e-38,RCL2019_10yr_inst-only
0.0008090298462619626,4.0822216513988994e-38,RCL2019_10yr_inst-only
0.0008124842554600325,4.0078852161274064e-38,RCL2019_10yr_inst-only
0.000815953414352398,3.934950445890458e-38,RCL2019_10yr_inst-only
0.0008194373859175494,3.863389940794089e-38,RCL2019_10yr_inst-only
0.0008229362334028869,3.793176858070119e-38,RCL2019_10yr_inst-only
0.000826450020325863,3.7242849002833394e-38,RCL2019_10yr_inst-only
0.000829978810475138,3.6566883037978825e-38,RCL2019_10yr_inst-only
0.0008335226679117401,3.590361827497031e-38,RCL2019_10yr_inst-only
0.000837081656970226,3.5252807417508096e-38,RCL2019_10yr_inst-only
0.0008406558422598475,3.461420817625581e-38,RCL2019_10yr_inst-only
0.0008442452886657263,3.3987583163301867e-38,RCL2019_10yr_inst-only
0.0008478500613500339,3.3372699788932193e-38,RCL2019_10yr_inst-only
0.0008514702257531694,3.27693301606645e-38,RCL2019_10yr_inst-only
0.0008551058475949534,3.21772509844883e-38,RCL2019_10yr_inst-only
0.0008587569928758158,3.1596243468265476e-38,RCL2019_10yr_inst-only
0.0008624237278779958,3.1026093227239155e-38,RCL2019_10yr_inst-only
0.0008661061191667488,3.0466590191604216e-38,RCL2019_10yr_inst-only
0.0008698042335915479,2.9917528516094475e-38,RCL2019_10yr_inst-only
0.0008735181382873045,2.9378706491537604e-38,RCL2019_10yr_inst-only
0.0008772479006755814,2.884992645833733e-38,RCL2019_10yr_inst-only
0.000880993588465819,2.833099472183617e-38,RCL2019_10yr_inst-only
0.0008847552696565665,2.782172146951791e-38,RCL2019_10yr_inst-only
0.0008885330125367143,2.7321920690008506e-38,RCL2019_10yr_inst-only
0.0008923268856867322,2.6831410093834826e-38,RCL2019_10yr_inst-only
0.0008961369579799158,2.6350011035900695e-38,RCL2019_10yr_inst-only
0.0008999632985836402,2.5877548439642634e-38,RCL2019_10yr_inst-only
0.0009038059769606083,2.541385072282842e-38,RCL2019_10yr_inst-only
0.0009076650628701201,2.4958749724958835e-38,RCL2019_10yr_inst-only
0.0009115406263693322,2.4512080636240165e-38,RCL2019_10yr_inst-only
0.0009154327378145323,2.407368192808939e-38,RCL2019_10yr_inst-only
0.0009193414678624194,2.364339528513881e-38,RCL2019_10yr_inst-only
0.00092326688747138,2.3221065538707785e-38,RCL2019_10yr_inst-only
0.0009272090679027835,2.2806540601705938e-38,RCL2019_10yr_inst-only
0.0009311680807222696,2.239967140493904e-38,RCL2019_10yr_inst-only
0.0009351439978010502,2.2000311834783957e-38,RCL2019_10yr_inst-only
0.0009391368913172158,2.160831867220268e-38,RCL2019_10yr_inst-only
0.0009431468337570444,2.1223551533066514e-38,RCL2019_10yr_inst-only
0.0009471738979163148,2.0845872809760333e-38,RCL2019_10yr_inst-only
0.000951218156901631,2.0475147614038283e-38,RCL2019_10yr_inst-only
0.0009552796841317512,2.0111243721103406e-38,RCL2019_10yr_inst-only
0.0009593585533389146,1.9754031514884855e-38,RCL2019_10yr_inst-only
0.0009634548385701874,1.9403383934483945e-38,RCL2019_10yr_inst-only
0.0009675686141888003,1.9059176421765672e-38,RCL2019_10yr_inst-only
0.0009716999548755015,1.872128687006823e-38,RCL2019_10yr_inst-only
0.0009758489356299148,1.838959557400655e-38,RCL2019_10yr_inst-only
0.000980015631771895,1.8063985180346412e-38,RCL2019_10yr_inst-only
0.0009842001189429034,1.774434063992346e-38,RCL2019_10yr_inst-only
0.0009884024731073725,1.743054916058654e-38,RCL2019_10yr_inst-only
0.0009926227705540894,1.7122500161140445e-38,RCL2019_10yr_inst-only
0.0009968610878975826,1.6820085226267143e-38,RCL2019_10yr_inst-only
0.0010011175020795105,1.6523198062404099e-38,RCL2019_10yr_inst-only
0.0010053920903700558,1.623173445455811e-38,RCL2019_10yr_inst-only
0.0010096849303693313,1.5945592224033872e-38,RCL2019_10yr_inst-only
0.0010139961000087908,1.5664671187057513e-38,RCL2019_10yr_inst-only
0.0010183256775526375,1.5388873114275816e-38,RCL2019_10yr_inst-only
