freq_Hz,Sn_1_per_Hz,hc_sensitivity
8.326456741785082e-05,6.211517274177728e-33,7.191656963752626e-19
8.374550017052435e-05,6.0038590520106865e-33,7.090812219090032e-19
8.42292107712043e-05,5.80317848315663e-33,6.991402889268487e-19
8.47157152646274e-05,5.609240288216206e-33,6.893408468293466e-19
8.520502978820473e-05,5.421817140023606e-33,6.796808743240539e-19
8.569717057255578e-05,5.240689394436229e-33,6.701583790066238e-19
8.619215394204809e-05,5.0656448302469417e-33,6.607713969478283e-19
8.66899963153374e-05,4.896478397911574e-33,6.515179922865397e-19
8.719071420591362e-05,4.7329919767906556e-33,6.423962568284752e-19
8.769432422264742e-05,4.574994140618546e-33,6.334043096507277e-19
8.820084307034158e-05,4.422299930919508e-33,6.245402967119207e-19
8.871028755028572e-05,4.274730638101671e-33,6.158023904679289e-19
8.922267456081227e-05,4.1321135899692554e-33,6.071887894931333e-19
8.97380210978585e-05,3.994281947399951e-33,5.986977181070361e-19
9.025634425552893e-05,3.861074506946195e-33,5.903274260062652e-19
9.0777661226663e-05,3.7323355101241486e-33,5.820761879018024e-19
9.130198930340576e-05,3.6079144591642996e-33,5.739423031614083e-19
9.18293458777803e-05,3.487665939004776e-33,5.659240954571761e-19
9.235974844226608e-05,3.371449445314808e-33,5.580199124180903e-19
9.28932145903776e-05,3.25912921834507e-33,5.502281252875922e-19
9.342976201724962e-05,3.1505740824060485e-33,5.425471285859983e-19
9.396940852022246e-05,3.045657290784907e-33,5.349753397777891e-19
9.451217199943392e-05,2.9442563759151677e-33,5.275111989436094e-19
9.505807045841173e-05,2.8462530046223236e-33,5.201531684569987e-19
9.560712200467121e-05,2.7515328382723476e-33,5.128997326657167e-19
9.615934485031658e-05,2.6599853976572526e-33,5.057493975776246e-19
9.671475731264365e-05,2.5715039324573975e-33,4.9870069055108195e-19
9.727337781474893e-05,2.4859852951246268e-33,4.91752159989733e-19
9.783522488613943e-05,2.403329819037254e-33,4.849023750416928e-19
9.840031716334782e-05,2.3234412007813338e-33,4.781499253030089e-19
9.896867339055124e-05,2.246226386418673e-33,4.71493420525364e-19
9.95403124201916e-05,2.171595461606648e-33,4.649314903279794e-19
0.0001001152532136026,2.0994615454386402e-33,4.584627839136028e-19
0.0001006935148416371,2.0297406878797306e-33,4.520859697885927e-19
0.00010127511648530081,1.9623517706750876e-33,4.457997354869738e-19
