freq_Hz,h_c
8.67899093e-04,1.61006654e-21
8.72912043e-04,1.59489175e-21
8.77953947e-04,1.57987573e-21
8.83024974e-04,1.56501665e-21
8.88125290e-04,1.55031266e-21
8.93255066e-04,1.53576198e-21
8.98414471e-04,1.52136281e-21
9.03603676e-04,1.50711341e-21
9.08822854e-04,1.49301205e-21
9.14072178e-04,1.47905702e-21
9.19351821e-04,1.46524663e-21
9.24661960e-04,1.45157923e-21
9.30002770e-04,1.43805318e-21
9.35374428e-04,1.42466687e-21
9.40777113e-04,1.41141869e-21
9.46211003e-04,1.39830708e-21
9.51676279e-04,1.38533048e-21
9.57173123e-04,1.37248737e-21
9.62701716e-04,1.35977624e-21
9.68262242e-04,1.34719559e-21
9.73854885e-04,1.33474396e-21
9.79479831e-04,1.32241989e-21
9.85137267e-04,1.31022196e-21
9.90827380e-04,1.29814875e-21
9.96550358e-04,1.28619888e-21
1.00230639e-03,1.27437096e-21
1.00809567e-03,1.26266365e-21
1.01391839e-03,1.25107560e-21
1.01977474e-03,1.23960550e-21
1.02566492e-03,1.22825204e-21
1.03158912e-03,1.21701394e-21
1.03754754e-03,1.20588993e-21
1.04354037e-03,1.19487876e-21
1.04956782e-03,1.18397920e-21
1.05563008e-03,1.17319003e-21
1.06172735e-03,1.16251004e-21
1.06785985e-03,1.15193805e-21
1.07402776e-03,1.14147289e-21
1.08023130e-03,1.13111341e-21
1.08647068e-03,1.12085846e-21
1.09274609e-03,1.11070692e-21
1.09905774e-03,1.10065769e-21
1.10540586e-03,1.09070966e-21
1.11179064e-03,1.08086175e-21
1.11821229e-03,1.07111290e-21
1.12467104e-03,1.06146206e-21
1.13116710e-03,1.05190818e-21
1.13770067e-03,1.04245024e-21
1.14427198e-03,1.03308724e-21
1.15088125e-03,1.02381816e-21
1.15752869e-03,1.01464203e-21
1.16421453e-03,1.00555787e-21
1.17093899e-03,9.96564721e-22
1.17770229e-03,9.87661638e-22
1.18450465e-03,9.78847684e-22
1.19134630e-03,9.70121936e-22
1.19822746e-03,9.61483484e-22
1.20514838e-03,9.52931428e-22
1.21210927e-03,9.44464881e-22
1.21911036e-03,9.36082966e-22
1.22615189e-03,9.27784819e-22
1.23323409e-03,9.19569588e-22
1.24035720e-03,9.11436428e-22
1.24752146e-03,9.03384510e-22
1.25472709e-03,8.95413012e-22
1.26197434e-03,8.87521125e-22
1.26926345e-03,8.79708049e-22
1.27659467e-03,8.71972994e-22
1.28396823e-03,8.64315183e-22
1.29138438e-03,8.56733845e-22
1.29884336e-03,8.49228223e-22
1.30634543e-03,8.41797566e-22
1.31389082e-03,8.34441137e-22
1.32147980e-03,8.27158203e-22
1.32911262e-03,8.19948046e-22
1.33678952e-03,8.12809954e-22
1.34451076e-03,8.05743225e-22
1.35227660e-03,7.98747166e-22
1.36008729e-03,7.91821094e-22
1.36794310e-03,7.84964332e-22
1.37584429e-03,7.78176214e-22
1.38379111e-03,7.71456084e-22
1.39178383e-03,7.64803290e-22
1.39982271e-03,7.58217193e-22
1.40790803e-03,7.51697159e-22
1.41604005e-03,7.45242564e-22
1.42421904e-03,7.38852792e-22
1.43244527e-03,7.32527234e-22
1.44071902e-03,7.26265289e-22
1.44904055e-03,7.20066364e-22
1.45741015e-03,7.13929874e-22
1.46582810e-03,7.07855241e-22
1.47429466e-03,7.01841896e-22
1.48281012e-03,6.95889274e-22
1.49137478e-03,6.89996821e-22
1.49998890e-03,6.84163988e-22
1.50865277e-03,6.78390234e-22
1.51736669e-03,6.72675024e-22
1.52613094e-03,6.67017831e-22
1.53494581e-03,6.61418133e-22
1.54381159e-03,6.55875419e-22
1.55272858e-03,6.50389179e-22
1.56169708e-03,6.44958913e-22
1.57071738e-03,6.39584128e-22
1.57978978e-03,6.34264335e-22
1.58891458e-03,6.28999053e-22
1.59809209e-03,6.23787806e-22
1.60732260e-03,6.18630127e-22
1.61660643e-03,6.13525550e-22
1.62594388e-03,6.08473621e-22
1.63533527e-03,6.03473886e-22
1.64478090e-03,5.98525903e-22
1.65428109e-03,5.93629230e-22
1.66383615e-03,5.88783434e-22
1.67344640e-03,5.83988088e-22
1.68311216e-03,5.79242768e-22
1.69283374e-03,5.74547058e-22
1.70261148e-03,5.69900546e-22
1.71244570e-03,5.65302826e-22
1.72233671e-03,5.60753497e-22
1.73228486e-03,5.56252163e-22
1.74229047e-03,5.51798433e-22
1.75235387e-03,5.47391922e-22
1.76247539e-03,5.43032249e-22
1.77265538e-03,5.38719039e-22
1.78289416e-03,5.34451921e-22
1.79319209e-03,5.30230529e-22
1.80354949e-03,5.26054501e-22
1.81396672e-03,5.21923483e-22
1.82444412e-03,5.17837120e-22
1.83498203e-03,5.13795067e-22
1.84558081e-03,5.09796979e-22
1.85624081e-03,5.05842520e-22
1.86696238e-03,5.01931354e-22
1.87774588e-03,4.98063152e-22
1.88859167e-03,4.94237588e-22
1.89950010e-03,4.90454342e-22
1.91047153e-03,4.86713094e-22
1.92150634e-03,4.83013534e-22
1.93260488e-03,4.79355350e-22
1.94376753e-03,4.75738238e-22
1.95499465e-03,4.72161896e-22
1.96628662e-03,4.68626027e-22
1.97764381e-03,4.65130337e-22
1.98906660e-03,4.61674535e-22
2.00055537e-03,4.58258335e-22
2.01211049e-03,4.54881453e-22
2.02373236e-03,4.51543611e-22
2.03542136e-03,4.48244532e-22
2.04717787e-03,4.44983943e-22
2.05900228e-03,4.41761574e-22
2.07089500e-03,4.38577161e-22
2.08285640e-03,4.35430439e-22
2.09488690e-03,4.32321149e-22
2.10698688e-03,4.29249034e-22
2.11915675e-03,4.26213840e-22
2.13139691e-03,4.23215316e-22
2.14370777e-03,4.20253216e-22
2.15608974e-03,4.17327292e-22
2.16854323e-03,4.14437304e-22
2.18106865e-03,4.11583012e-22
2.19366641e-03,4.08764178e-22
2.20633694e-03,4.05980569e-22
2.21908065e-03,4.03231952e-22
2.23189797e-03,4.00518099e-22
2.24478932e-03,3.97838783e-22
2.25775513e-03,3.95193778e-22
2.27079584e-03,3.92582863e-22
2.28391186e-03,3.90005818e-22
2.29710364e-03,3.87462425e-22
2.31037162e-03,3.84952469e-22
2.32371623e-03,3.82475735e-22
2.33713792e-03,3.80032013e-22
2.35063714e-03,3.77621092e-22
2.36421432e-03,3.75242764e-22
2.37786993e-03,3.72896825e-22
2.39160441e-03,3.70583069e-22
2.40541821e-03,3.68301295e-22
2.41931181e-03,3.66051301e-22
2.43328566e-03,3.63832888e-22
2.44734022e-03,3.61645859e-22
2.46147596e-03,3.59490018e-22
2.47569334e-03,3.57365169e-22
2.48999284e-03,3.55271119e-22
2.50437494e-03,3.53207677e-22
2.51884011e-03,3.51174651e-22
2.53338883e-03,3.49171852e-22
2.54802158e-03,3.47199091e-22
2.56273885e-03,3.45256182e-22
2.57754112e-03,3.43342937e-22
2.59242890e-03,3.41459172e-22
2.60740266e-03,3.39604702e-22
2.62246291e-03,3.37779344e-22
2.63761015e-03,3.35982916e-22
2.65284488e-03,3.34215234e-22
2.66816760e-03,3.32476119e-22
2.68357883e-03,3.30765390e-22
2.69907907e-03,3.29082867e-22
2.71466884e-03,3.27428372e-22
2.73034866e-03,3.25801725e-22
2.74611904e-03,3.24202749e-22
2.76198051e-03,3.22631266e-22
2.77793360e-03,3.21087099e-22
2.79397883e-03,3.19570072e-22
2.81011674e-03,3.18080009e-22
2.82634786e-03,3.16616732e-22
2.84267273e-03,3.15180068e-22
2.85909189e-03,3.13769840e-22
2.87560589e-03,3.12385873e-22
2.89221527e-03,3.11027992e-22
2.90892059e-03,3.09696024e-22
2.92572240e-03,3.08389792e-22
2.94262125e-03,3.07109122e-22
2.95961771e-03,3.05853841e-22
2.97671234e-03,3.04623774e-22
2.99390571e-03,3.03418746e-22
3.01119839e-03,3.02238584e-22
3.02859095e-03,3.01083113e-22
3.04608397e-03,2.99952159e-22
3.06367803e-03,2.98845548e-22
3.08137371e-03,2.97763105e-22
3.09917159e-03,2.96704657e-22
3.11707228e-03,2.95670029e-22
3.13507637e-03,2.94659047e-22
3.15318444e-03,2.93671536e-22
3.17139710e-03,2.92707322e-22
3.18971496e-03,2.91766230e-22
3.20813863e-03,2.90848086e-22
3.22666871e-03,2.89952715e-22
3.24530581e-03,2.89079943e-22
3.26405057e-03,2.88229595e-22
3.28290359e-03,2.87401495e-22
3.30186551e-03,2.86595470e-22
3.32093695e-03,2.85811344e-22
3.34011855e-03,2.85048943e-22
3.35941094e-03,2.84308091e-22
3.37881476e-03,2.83588614e-22
3.39833065e-03,2.82890337e-22
3.41795927e-03,2.82213085e-22
3.43770127e-03,2.81556684e-22
3.45755729e-03,2.80920959e-22
3.47752800e-03,2.80305736e-22
3.49761406e-03,2.79710839e-22
3.51781614e-03,2.79136095e-22
3.53813490e-03,2.78581331e-22
3.55857102e-03,2.78046371e-22
3.57912518e-03,2.77531042e-22
3.59979806e-03,2.77035172e-22
3.62059035e-03,2.76558587e-22
3.64150273e-03,2.76101114e-22
3.66253591e-03,2.75662581e-22
3.68369056e-03,2.75242816e-22
3.70496741e-03,2.74841647e-22
3.72636715e-03,2.74458903e-22
3.74789050e-03,2.74094413e-22
3.76953816e-03,2.73748008e-22
3.79131086e-03,2.73419517e-22
3.81320932e-03,2.73108771e-22
3.83523426e-03,2.72815603e-22
3.85738641e-03,2.72539843e-22
3.87966652e-03,2.72281326e-22
3.90207532e-03,2.72039884e-22
3.92461355e-03,2.71815352e-22
3.94728195e-03,2.71607565e-22
3.97008129e-03,2.71416358e-22
3.99301232e-03,2.71241569e-22
4.01607580e-03,2.71083036e-22
4.03927249e-03,2.70940595e-22
4.06260316e-03,2.70814088e-22
4.08606859e-03,2.70703355e-22
4.10966956e-03,2.70608236e-22
4.13340684e-03,2.70528575e-22
4.15728123e-03,2.70464215e-22
4.18129352e-03,2.70415000e-22
4.20544450e-03,2.70380778e-22
4.22973498e-03,2.70361394e-22
4.25416575e-03,2.70356696e-22
4.27873764e-03,2.70366535e-22
4.30345146e-03,2.70390761e-22
4.32830802e-03,2.70429226e-22
4.35330815e-03,2.70481783e-22
4.37845268e-03,2.70548286e-22
4.40374244e-03,2.70628592e-22
4.42917828e-03,2.70722558e-22
4.45476103e-03,2.70830043e-22
4.48049155e-03,2.70950907e-22
4.50637069e-03,2.71085012e-22
4.53239930e-03,2.71232220e-22
4.55857826e-03,2.71392396e-22
4.58490842e-03,2.71565407e-22
4.61139066e-03,2.71751120e-22
4.63802587e-03,2.71949404e-22
4.66481492e-03,2.72160130e-22
4.69175870e-03,2.72383171e-22
4.71885811e-03,2.72618399e-22
4.74611404e-03,2.72865692e-22
4.77352740e-03,2.73124926e-22
4.80109910e-03,2.73395979e-22
4.82883005e-03,2.73678733e-22
4.85672118e-03,2.73973069e-22
4.88477340e-03,2.74278871e-22
4.91298765e-03,2.74596025e-22
4.94136487e-03,2.74924417e-22
4.96990599e-03,2.75263937e-22
4.99861197e-03,2.75614476e-22
5.02748375e-03,2.75975925e-22
5.05652229e-03,2.76348178e-22
5.08572856e-03,2.76731131e-22
5.11510352e-03,2.77124681e-22
5.14464815e-03,2.77528729e-22
5.17436343e-03,2.77943173e-22
5.20425034e-03,2.78367918e-22
5.23430988e-03,2.78802866e-22
5.26454304e-03,2.79247926e-22
5.29495082e-03,2.79703003e-22
5.32553424e-03,2.80168008e-22
5.35629431e-03,2.80642851e-22
5.38723205e-03,2.81127446e-22
5.41834848e-03,2.81621708e-22
5.44964464e-03,2.82125553e-22
5.48112157e-03,2.82638898e-22
5.51278030e-03,2.83161664e-22
5.54462190e-03,2.83693772e-22
5.57664741e-03,2.84235146e-22
5.60885790e-03,2.84785710e-22
5.64125443e-03,2.85345391e-22
5.67383809e-03,2.85914118e-22
5.70660995e-03,2.86491820e-22
5.73957109e-03,2.87078429e-22
5.77272262e-03,2.87673878e-22
5.80606563e-03,2.88278103e-22
5.83960123e-03,2.88891039e-22
5.87333053e-03,2.89512626e-22
5.90725465e-03,2.90142804e-22
5.94137471e-03,2.90781513e-22
5.97569185e-03,2.91428698e-22
6.01020720e-03,2.92084302e-22
6.04492192e-03,2.92748273e-22
6.07983714e-03,2.93420558e-22
6.11495403e-03,2.94101107e-22
6.15027376e-03,2.94789872e-22
6.18579749e-03,2.95486805e-22
6.22152640e-03,2.96191860e-22
6.25746169e-03,2.96904993e-22
6.29360453e-03,2.97626162e-22
6.32995613e-03,2.98355326e-22
6.36651770e-03,2.99092445e-22
6.40329045e-03,2.99837482e-22
6.44027559e-03,3.00590399e-22
6.47747436e-03,3.01351162e-22
6.51488799e-03,3.02119737e-22
6.55251772e-03,3.02896093e-22
6.59036480e-03,3.03680198e-22
6.62843047e-03,3.04472025e-22
6.66671602e-03,3.05271544e-22
6.70522270e-03,3.06078730e-22
6.74395179e-03,3.06893559e-22
6.78290458e-03,3.07716007e-22
6.82208237e-03,3.08546051e-22
6.86148644e-03,3.09383672e-22
6.90111810e-03,3.10228851e-22
6.94097868e-03,3.11081569e-22
6.98106949e-03,3.11941810e-22
7.02139186e-03,3.12809560e-22
7.06194714e-03,3.13684805e-22
7.10273666e-03,3.14567532e-22
7.14376177e-03,3.15457732e-22
7.18502385e-03,3.16355393e-22
7.22652426e-03,3.17260508e-22
7.26826437e-03,3.18173071e-22
7.31024557e-03,3.19093075e-22
7.35246925e-03,3.20020516e-22
7.39493681e-03,3.20955391e-22
7.43764966e-03,3.21897699e-22
7.48060922e-03,3.22847439e-22
7.52381692e-03,3.23804612e-22
7.56727418e-03,3.24769221e-22
7.61098245e-03,3.25741268e-22
7.65494317e-03,3.26720759e-22
7.69915781e-03,3.27707700e-22
7.74362783e-03,3.28702096e-22
7.78835471e-03,3.29703958e-22
7.83333993e-03,3.30713295e-22
7.87858499e-03,3.31730118e-22
7.92409137e-03,3.32754438e-22
7.96986060e-03,3.33786270e-22
8.01589419e-03,3.34825627e-22
8.06219367e-03,3.35872526e-22
8.10876057e-03,3.36926984e-22
8.15559644e-03,3.37989019e-22
8.20270284e-03,3.39058651e-22
8.25008132e-03,3.40135899e-22
8.29773345e-03,3.41220787e-22
8.34566082e-03,3.42313336e-22
8.39386502e-03,3.43413572e-22
8.44234764e-03,3.44521519e-22
8.49111030e-03,3.45637204e-22
8.54015460e-03,3.46760656e-22
8.58948219e-03,3.47891902e-22
8.63909469e-03,3.49030973e-22
8.68899375e-03,3.50177901e-22
8.73918102e-03,3.51332717e-22
8.78965818e-03,3.52495456e-22
8.84042688e-03,3.53666153e-22
8.89148883e-03,3.54844842e-22
8.94284571e-03,3.56031562e-22
8.99449922e-03,3.57226351e-22
9.04645108e-03,3.58429249e-22
9.09870302e-03,3.59640295e-22
9.15125675e-03,3.60859532e-22
9.20411404e-03,3.62087002e-22
9.25727663e-03,3.63322751e-22
9.31074628e-03,3.64566823e-22
9.36452477e-03,3.65819265e-22
9.41861389e-03,3.67080124e-22
9.47301542e-03,3.68349450e-22
9.52773117e-03,3.69627292e-22
9.58276296e-03,3.70913701e-22
9.63811261e-03,3.72208731e-22
9.69378195e-03,3.73512434e-22
9.74977284e-03,3.74824865e-22
9.80608713e-03,3.76146079e-22
9.86272669e-03,3.77476136e-22
9.91969340e-03,3.78815091e-22
9.97698915e-03,3.80163005e-22
1.00346158e-02,3.81519939e-22
1.00925754e-02,3.82885954e-22
1.01508697e-02,3.84261113e-22
1.02095007e-02,3.85645481e-22
1.02684703e-02,3.87039123e-22
1.03277806e-02,3.88442105e-22
1.03874334e-02,3.89854496e-22
1.04474308e-02,3.91276365e-22
1.05077748e-02,3.92707781e-22
1.05684673e-02,3.94148816e-22
1.06295103e-02,3.95599544e-22
1.06909059e-02,3.97060038e-22
1.07526561e-02,3.98530373e-22
1.08147630e-02,4.00010625e-22
1.08772287e-02,4.01500873e-22
1.09400551e-02,4.03001195e-22
1.10032444e-02,4.04511672e-22
1.10667987e-02,4.06032384e-22
1.11307201e-02,4.07563416e-22
1.11950107e-02,4.09104850e-22
1.12596726e-02,4.10656772e-22
1.13247080e-02,4.12219269e-22
1.13901191e-02,4.13792428e-22
1.14559079e-02,4.15376338e-22
1.15220768e-02,4.16971091e-22
1.15886278e-02,4.18576778e-22
1.16555633e-02,4.20193492e-22
1.17228853e-02,4.21821327e-22
1.17905962e-02,4.23460379e-22
1.18586983e-02,4.25110746e-22
1.19271936e-02,4.26772525e-22
1.19960846e-02,4.28445818e-22
1.20653735e-02,4.30130724e-22
1.21350626e-02,4.31827346e-22
1.22051542e-02,4.33535789e-22
1.22756507e-02,4.35256157e-22
1.23465544e-02,4.36988558e-22
1.24178676e-02,4.38733099e-22
1.24895927e-02,4.40489891e-22
1.25617320e-02,4.42259043e-22
1.26342881e-02,4.44040669e-22
1.27072632e-02,4.45834882e-22
1.27806599e-02,4.47641798e-22
1.28544804e-02,4.49461533e-22
1.29287274e-02,4.51294205e-22
1.30034032e-02,4.53139935e-22
1.30785103e-02,4.54998843e-22
1.31540513e-02,4.56871052e-22
1.32300285e-02,4.58756687e-22
1.33064446e-02,4.60655872e-22
1.33833021e-02,4.62568736e-22
1.34606035e-02,4.64495407e-22
1.35383514e-02,4.66436015e-22
1.36165484e-02,4.68390692e-22
1.36951970e-02,4.70359571e-22
1.37742999e-02,4.72342789e-22
1.38538597e-02,4.74340480e-22
1.39338790e-02,4.76352784e-22
1.40143606e-02,4.78379839e-22
1.40953069e-02,4.80421789e-22
1.41767209e-02,4.82478775e-22
1.42586050e-02,4.84550942e-22
1.43409621e-02,4.86638437e-22
1.44237949e-02,4.88741407e-22
1.45071062e-02,4.90860003e-22
1.45908987e-02,4.92994376e-22
1.46751751e-02,4.95144679e-22
1.47599383e-02,4.97311066e-22
1.48451911e-02,4.99493694e-22
1.49309363e-02,5.01692721e-22
1.50171768e-02,5.03908308e-22
1.51039154e-02,5.06140616e-22
1.51911550e-02,5.08389809e-22
1.52788985e-02,5.10656051e-22
1.53671488e-02,5.12939511e-22
1.54559088e-02,5.15240356e-22
1.55451815e-02,5.17558759e-22
1.56349699e-02,5.19894890e-22
1.57252768e-02,5.22248925e-22
1.58161054e-02,5.24621040e-22
1.59074586e-02,5.27011413e-22
1.59993394e-02,5.29420225e-22
1.60917509e-02,5.31847656e-22
1.61846962e-02,5.34293891e-22
1.62781784e-02,5.36759116e-22
1.63722005e-02,5.39243518e-22
1.64667656e-02,5.41747288e-22
1.65618770e-02,5.44270616e-22
1.66575377e-02,5.46813696e-22
1.67537510e-02,5.49376724e-22
1.68505200e-02,5.51959898e-22
1.69478479e-02,5.54563417e-22
1.70457380e-02,5.57187483e-22
1.71441935e-02,5.59832300e-22
1.72432176e-02,5.62498072e-22
1.73428137e-02,5.65185009e-22
1.74429851e-02,5.67893321e-22
1.75437351e-02,5.70623218e-22
1.76450670e-02,5.73374916e-22
1.77469842e-02,5.76148631e-22
1.78494900e-02,5.78944581e-22
1.79525880e-02,5.81762987e-22
1.80562814e-02,5.84604071e-22
1.81605737e-02,5.87468060e-22
1.82654685e-02,5.90355180e-22
1.83709691e-02,5.93265660e-22
1.84770790e-02,5.96199732e-22
1.85838019e-02,5.99157631e-22
1.86911412e-02,6.02139592e-22
1.87991005e-02,6.05145855e-22
1.89076833e-02,6.08176659e-22
1.90168933e-02,6.11232248e-22
1.91267341e-02,6.14312868e-22
1.92372093e-02,6.17418767e-22
1.93483227e-02,6.20550194e-22
1.94600778e-02,6.23707403e-22
1.95724784e-02,6.26890648e-22
1.96855283e-02,6.30100188e-22
1.97992311e-02,6.33336281e-22
1.99135906e-02,6.36599190e-22
2.00286107e-02,6.39889181e-22
2.01442952e-02,6.43206520e-22
2.02606478e-02,6.46551477e-22
2.03776725e-02,6.49924324e-22
2.04953731e-02,6.53325338e-22
2.06137535e-02,6.56754794e-22
2.07328177e-02,6.60212973e-22
2.08525696e-02,6.63700158e-22
2.09730132e-02,6.67216634e-22
2.10941525e-02,6.70762689e-22
2.12159914e-02,6.74338613e-22
2.13385342e-02,6.77944699e-22
2.14617847e-02,6.81581244e-22
2.15857471e-02,6.85248546e-22
2.17104254e-02,6.88946907e-22
2.18358240e-02,6.92676630e-22
2.19619468e-02,6.96438022e-22
2.20887981e-02,7.00231393e-22
2.22163821e-02,7.04057056e-22
2.23447030e-02,7.07915325e-22
2.24737651e-02,7.11806519e-22
2.26035727e-02,7.15730958e-22
2.27341300e-02,7.19688967e-22
2.28654414e-02,7.23680872e-22
2.29975113e-02,7.27707002e-22
2.31303440e-02,7.31767691e-22
2.32639439e-02,7.35863274e-22
2.33983155e-02,7.39994090e-22
2.35334632e-02,7.44160479e-22
2.36693915e-02,7.48362788e-22
2.38061050e-02,7.52601362e-22
2.39436081e-02,7.56876554e-22
2.40819054e-02,7.61188716e-22
2.42210015e-02,7.65538205e-22
2.43609010e-02,7.69925383e-22
2.45016086e-02,7.74350611e-22
2.46431289e-02,7.78814257e-22
2.47854666e-02,7.83316689e-22
2.49286264e-02,7.87858281e-22
2.50726131e-02,7.92439409e-22
2.52174315e-02,7.97060452e-22
2.53630864e-02,8.01721792e-22
2.55095825e-02,8.06423816e-22
2.56569249e-02,8.11166913e-22
2.58051182e-02,8.15951475e-22
2.59541675e-02,8.20777900e-22
2.61040777e-02,8.25646585e-22
2.62548538e-02,8.30557934e-22
2.64065008e-02,8.35512354e-22
2.65590237e-02,8.40510255e-22
2.67124275e-02,8.45552049e-22
2.68667174e-02,8.50638154e-22
2.70218985e-02,8.55768990e-22
2.71779759e-02,8.60944981e-22
2.73349547e-02,8.66166556e-22
2.74928403e-02,8.71434145e-22
2.76516379e-02,8.76748184e-22
2.78113526e-02,8.82109112e-22
2.79719898e-02,8.87517370e-22
2.81335549e-02,8.92973406e-22
2.82960532e-02,8.98477670e-22
2.84594900e-02,9.04030615e-22
2.86238709e-02,9.09632699e-22
2.87892012e-02,9.15284384e-22
2.89554864e-02,9.20986135e-22
2.91227322e-02,9.26738422e-22
2.92909439e-02,9.32541719e-22
2.94601272e-02,9.38396502e-22
2.96302877e-02,9.44303254e-22
2.98014310e-02,9.50262459e-22
2.99735629e-02,9.56274608e-22
3.01466889e-02,9.62340195e-22
3.03208150e-02,9.68459716e-22
3.04959468e-02,9.74633675e-22
3.06720901e-02,9.80862578e-22
3.08492509e-02,9.87146935e-22
3.10274349e-02,9.93487262e-22
3.12066481e-02,9.99884077e-22
3.13868964e-02,1.00633790e-21
3.15681859e-02,1.01284927e-21
3.17505224e-02,1.01941871e-21
3.19339121e-02,1.02604676e-21
3.21183611e-02,1.03273396e-21
3.23038755e-02,1.03948085e-21
3.24904613e-02,1.04628799e-21
3.26781249e-02,1.05315594e-21
3.28668724e-02,1.06008524e-21
3.30567102e-02,1.06707647e-21
3.32476444e-02,1.07413020e-21
3.34396814e-02,1.08124699e-21
3.36328276e-02,1.08842744e-21
3.38270895e-02,1.09567211e-21
3.40224734e-02,1.10298160e-21
3.42189858e-02,1.11035651e-21
3.44166333e-02,1.11779742e-21
3.46154223e-02,1.12530495e-21
3.48153596e-02,1.13287970e-21
3.50164517e-02,1.14052229e-21
3.52187053e-02,1.14823332e-21
3.54221271e-02,1.15601344e-21
3.56267239e-02,1.16386326e-21
3.58325024e-02,1.17178342e-21
3.60394695e-02,1.17977456e-21
3.62476320e-02,1.18783733e-21
3.64569968e-02,1.19597237e-21
3.66675710e-02,1.20418033e-21
3.68793614e-02,1.21246189e-21
3.70923750e-02,1.22081770e-21
3.73066191e-02,1.22924844e-21
3.75221006e-02,1.23775478e-21
3.77388267e-02,1.24633742e-21
3.79568047e-02,1.25499703e-21
3.81760416e-02,1.26373431e-21
3.83965449e-02,1.27254997e-21
3.86183218e-02,1.28144470e-21
3.88413796e-02,1.29041922e-21
3.90657258e-02,1.29947425e-21
3.92913679e-02,1.30861052e-21
3.95183132e-02,1.31782875e-21
3.97465694e-02,1.32712967e-21
3.99761440e-02,1.33651404e-21
4.02070445e-02,1.34598260e-21
4.04392788e-02,1.35553610e-21
4.06728544e-02,1.36517531e-21
4.09077792e-02,1.37490099e-21
4.11440608e-02,1.38471391e-21
4.13817073e-02,1.39461486e-21
4.16207263e-02,1.40460463e-21
4.18611259e-02,1.41468400e-21
4.21029141e-02,1.42485378e-21
4.23460988e-02,1.43511478e-21
4.25906882e-02,1.44546780e-21
4.28366902e-02,1.45591366e-21
4.30841132e-02,1.46645320e-21
4.33329653e-02,1.47708725e-21
4.35832548e-02,1.48781665e-21
4.38349899e-02,1.49864225e-21
4.40881790e-02,1.50956490e-21
4.43428305e-02,1.52058546e-21
4.45989529e-02,1.53170481e-21
4.48565546e-02,1.54292382e-21
4.51156443e-02,1.55424337e-21
4.53762304e-02,1.56566436e-21
4.56383216e-02,1.57718769e-21
4.59019267e-02,1.58881426e-21
4.61670544e-02,1.60054499e-21
4.64337134e-02,1.61238079e-21
4.67019127e-02,1.62432260e-21
4.69716610e-02,1.63637136e-21
4.72429674e-02,1.64852801e-21
4.75158409e-02,1.66079351e-21
4.77902904e-02,1.67316881e-21
4.80663252e-02,1.68565489e-21
4.83439543e-02,1.69825272e-21
4.86231871e-02,1.71096328e-21
4.89040326e-02,1.72378759e-21
4.91865003e-02,1.73672662e-21
4.94705995e-02,1.74978140e-21
4.97563397e-02,1.76295295e-21
5.00437303e-02,1.77624229e-21
5.03327808e-02,1.78965047e-21
5.06235009e-02,1.80317852e-21
5.09159002e-02,1.81682749e-21
5.12099884e-02,1.83059847e-21
5.15057752e-02,1.84449251e-21
5.18032705e-02,1.85851069e-21
5.21024840e-02,1.87265411e-21
5.24034259e-02,1.88692387e-21
5.27061059e-02,1.90132108e-21
5.30105342e-02,1.91584685e-21
5.33167209e-02,1.93050232e-21
5.36246761e-02,1.94528861e-21
5.39344101e-02,1.96020688e-21
5.42459330e-02,1.97525828e-21
5.45592553e-02,1.99044398e-21
5.48743874e-02,2.00576516e-21
5.51913396e-02,2.02122301e-21
5.55101225e-02,2.03681871e-21
5.58307468e-02,2.05255347e-21
5.61532229e-02,2.06842852e-21
5.64775616e-02,2.08444508e-21
5.68037737e-02,2.10060439e-21
5.71318700e-02,2.11690769e-21
5.74618613e-02,2.13335625e-21
5.77937587e-02,2.14995133e-21
5.81275731e-02,2.16669421e-21
5.84633156e-02,2.18358619e-21
5.88009973e-02,2.20062857e-21
5.91406295e-02,2.21782266e-21
5.94822234e-02,2.23516978e-21
5.98257903e-02,2.25267127e-21
6.01713416e-02,2.27032848e-21
6.05188888e-02,2.28814277e-21
6.08684435e-02,2.30611550e-21
6.12200171e-02,2.32424806e-21
6.15736214e-02,2.34254185e-21
6.19292682e-02,2.36099826e-21
6.22869691e-02,2.37961871e-21
6.26467361e-02,2.39840464e-21
6.30085811e-02,2.41735749e-21
6.33725161e-02,2.43647870e-21
6.37385532e-02,2.45576976e-21
6.41067045e-02,2.47523213e-21
6.44769822e-02,2.49486731e-21
6.48493986e-02,2.51467679e-21
6.52239661e-02,2.53466211e-21
6.56006971e-02,2.55482479e-21
6.59796040e-02,2.57516638e-21
6.63606995e-02,2.59568842e-21
6.67439962e-02,2.61639249e-21
6.71295068e-02,2.63728018e-21
6.75172441e-02,2.65835307e-21
6.79072210e-02,2.67961279e-21
6.82994503e-02,2.70106096e-21
6.86939452e-02,2.72269920e-21
6.90907186e-02,2.74452919e-21
6.94897838e-02,2.76655257e-21
6.98911540e-02,2.78877105e-21
7.02948424e-02,2.81118630e-21
7.07008626e-02,2.83380004e-21
7.11092279e-02,2.85661399e-21
7.15199519e-02,2.87962990e-21
7.19330482e-02,2.90284951e-21
7.23485306e-02,2.92627460e-21
7.27664127e-02,2.94990695e-21
7.31867086e-02,2.97374837e-21
7.36094320e-02,2.99780066e-21
7.40345971e-02,3.02206566e-21
7.44622179e-02,3.04654521e-21
7.48923087e-02,3.07124118e-21
7.53248836e-02,3.09615544e-21
7.57599571e-02,3.12128990e-21
