freq_Hz,h_c
8.32645674e-05,2.27412803e-19
8.37455002e-05,2.24223832e-19
8.42292108e-05,2.21080252e-19
8.47157153e-05,2.17981415e-19
8.52050298e-05,2.14926682e-19
8.56971706e-05,2.11915424e-19
8.61921539e-05,2.08947018e-19
8.66899963e-05,2.06020854e-19
8.71907142e-05,2.03136326e-19
8.76943242e-05,2.00292841e-19
8.82008431e-05,1.97489813e-19
8.87102876e-05,1.94726663e-19
8.92226746e-05,1.92002821e-19
8.97380211e-05,1.89317727e-19
9.02563443e-05,1.86670826e-19
9.07776612e-05,1.84061574e-19
9.13019893e-05,1.81489432e-19
9.18293459e-05,1.78953870e-19
9.23597484e-05,1.76454366e-19
9.28932146e-05,1.73990404e-19
9.34297620e-05,1.71561477e-19
9.39694085e-05,1.69167085e-19
9.45121720e-05,1.66806734e-19
9.50580705e-05,1.64479938e-19
9.56071220e-05,1.62186218e-19
9.61593449e-05,1.59925101e-19
9.67147573e-05,1.57696121e-19
9.72733778e-05,1.55498820e-19
9.78352249e-05,1.53332745e-19
9.84003172e-05,1.51197450e-19
9.89686734e-05,1.49092496e-19
9.95403124e-05,1.47017448e-19
1.00115253e-04,1.44971881e-19
1.00693515e-04,1.42955372e-19
1.01275116e-04,1.40967507e-19
1.01860077e-04,1.39007876e-19
1.02448417e-04,1.37076078e-19
1.03040155e-04,1.35171713e-19
1.03635311e-04,1.33294390e-19
1.04233904e-04,1.31443723e-19
1.04835955e-04,1.29619331e-19
1.05441483e-04,1.27820839e-19
1.06050509e-04,1.26047877e-19
1.06663052e-04,1.24300080e-19
1.07279134e-04,1.22577090e-19
1.07898774e-04,1.20878551e-19
1.08521992e-04,1.19204115e-19
1.09148811e-04,1.17553437e-19
1.09779250e-04,1.15926178e-19
1.10413331e-04,1.14322004e-19
1.11051074e-04,1.12740585e-19
1.11692500e-04,1.11181596e-19
1.12337631e-04,1.09644716e-19
1.12986489e-04,1.08129630e-19
1.13639094e-04,1.06636027e-19
1.14295469e-04,1.05163600e-19
1.14955635e-04,1.03712047e-19
1.15619614e-04,1.02281068e-19
1.16287428e-04,1.00870372e-19
1.16959100e-04,9.94796676e-20
1.17634651e-04,9.81086697e-20
1.18314104e-04,9.67570970e-20
1.18997481e-04,9.54246721e-20
1.19684806e-04,9.41111216e-20
1.20376100e-04,9.28161760e-20
1.21071388e-04,9.15395695e-20
1.21770691e-04,9.02810404e-20
1.22474034e-04,8.90403306e-20
1.23181439e-04,8.78171855e-20
1.23892930e-04,8.66113545e-20
1.24608530e-04,8.54225902e-20
1.25328264e-04,8.42506491e-20
1.26052155e-04,8.30952909e-20
1.26780227e-04,8.19562789e-20
1.27512505e-04,8.08333796e-20
1.28249012e-04,7.97263631e-20
1.28989773e-04,7.86350025e-20
1.29734812e-04,7.75590744e-20
1.30484155e-04,7.64983584e-20
1.31237827e-04,7.54526374e-20
1.31995851e-04,7.44216972e-20
1.32758254e-04,7.34053269e-20
1.33525060e-04,7.24033184e-20
1.34296295e-04,7.14154668e-20
1.35071985e-04,7.04415699e-20
1.35852155e-04,6.94814285e-20
1.36636832e-04,6.85348462e-20
1.37426041e-04,6.76016295e-20
1.38219808e-04,6.66815875e-20
1.39018160e-04,6.57745323e-20
1.39821123e-04,6.48802784e-20
1.40628724e-04,6.39986431e-20
1.41440990e-04,6.31294463e-20
1.42257947e-04,6.22725104e-20
1.43079624e-04,6.14276604e-20
1.43906046e-04,6.05947238e-20
1.44737241e-04,5.97735306e-20
1.45573238e-04,5.89639131e-20
1.46414063e-04,5.81657061e-20
1.47259744e-04,5.73787467e-20
1.48110311e-04,5.66028744e-20
1.48965790e-04,5.58379310e-20
1.49826210e-04,5.50837605e-20
1.50691600e-04,5.43402091e-20
1.51561989e-04,5.36071253e-20
1.52437405e-04,5.28843596e-20
1.53317877e-04,5.21717649e-20
1.54203435e-04,5.14691960e-20
1.55094107e-04,5.07765097e-20
1.55989925e-04,5.00935651e-20
1.56890916e-04,4.94202231e-20
1.57797112e-04,4.87563468e-20
1.58708541e-04,4.81018009e-20
1.59625235e-04,4.74564525e-20
1.60547224e-04,4.68201701e-20
1.61474539e-04,4.61928246e-20
1.62407209e-04,4.55742883e-20
1.63345266e-04,4.49644355e-20
1.64288742e-04,4.43631424e-20
1.65237667e-04,4.37702868e-20
1.66192073e-04,4.31857484e-20
1.67151992e-04,4.26094084e-20
1.68117455e-04,4.20411499e-20
1.69088494e-04,4.14808576e-20
1.70065143e-04,4.09284178e-20
1.71047432e-04,4.03837185e-20
1.72035395e-04,3.98466493e-20
1.73029064e-04,3.93171013e-20
1.74028473e-04,3.87949673e-20
1.75033655e-04,3.82801415e-20
1.76044642e-04,3.77725195e-20
1.77061469e-04,3.72719988e-20
1.78084168e-04,3.67784778e-20
1.79112775e-04,3.62918570e-20
1.80147323e-04,3.58120377e-20
1.81187847e-04,3.53389230e-20
1.82234381e-04,3.48724173e-20
1.83286959e-04,3.44124263e-20
1.84345617e-04,3.39588570e-20
1.85410390e-04,3.35116180e-20
1.86481313e-04,3.30706189e-20
1.87558421e-04,3.26357708e-20
1.88641751e-04,3.22069859e-20
1.89731338e-04,3.17841778e-20
1.90827219e-04,3.13672612e-20
1.91929429e-04,3.09561521e-20
1.93038005e-04,3.05507678e-20
1.94152985e-04,3.01510266e-20
1.95274405e-04,2.97568480e-20
1.96402302e-04,2.93681528e-20
1.97536713e-04,2.89848628e-20
1.98677677e-04,2.86069009e-20
1.99825232e-04,2.82341911e-20
2.00979414e-04,2.78666587e-20
2.02140263e-04,2.75042297e-20
2.03307817e-04,2.71468315e-20
2.04482115e-04,2.67943924e-20
2.05663195e-04,2.64468416e-20
2.06851097e-04,2.61041095e-20
2.08045861e-04,2.57661275e-20
2.09247525e-04,2.54328278e-20
2.10456130e-04,2.51041437e-20
2.11671716e-04,2.47800094e-20
2.12894324e-04,2.44603602e-20
2.14123993e-04,2.41451322e-20
2.15360764e-04,2.38342622e-20
2.16604679e-04,2.35276883e-20
2.17855779e-04,2.32253493e-20
2.19114105e-04,2.29271848e-20
2.20379699e-04,2.26331353e-20
2.21652603e-04,2.23431423e-20
2.22932860e-04,2.20571480e-20
2.24220511e-04,2.17750954e-20
2.25515599e-04,2.14969285e-20
2.26818168e-04,2.12225918e-20
2.28128261e-04,2.09520308e-20
2.29445920e-04,2.06851919e-20
2.30771191e-04,2.04220219e-20
2.32104116e-04,2.01624687e-20
2.33444740e-04,1.99064808e-20
2.34793107e-04,1.96540075e-20
2.36149262e-04,1.94049986e-20
2.37513251e-04,1.91594050e-20
2.38885118e-04,1.89171780e-20
2.40264908e-04,1.86782698e-20
2.41652669e-04,1.84426330e-20
2.43048445e-04,1.82102212e-20
2.44452283e-04,1.79809885e-20
2.45864229e-04,1.77548896e-20
2.47284331e-04,1.75318801e-20
2.48712635e-04,1.73119159e-20
2.50149189e-04,1.70949538e-20
2.51594041e-04,1.68809511e-20
2.53047238e-04,1.66698657e-20
2.54508828e-04,1.64616561e-20
2.55978861e-04,1.62562815e-20
2.57457384e-04,1.60537016e-20
2.58944448e-04,1.58538766e-20
2.60440100e-04,1.56567675e-20
2.61944392e-04,1.54623355e-20
2.63457372e-04,1.52705429e-20
2.64979091e-04,1.50813519e-20
2.66509599e-04,1.48947257e-20
2.68048948e-04,1.47106278e-20
2.69597188e-04,1.45290225e-20
2.71154370e-04,1.43498742e-20
2.72720547e-04,1.41731481e-20
2.74295770e-04,1.39988098e-20
2.75880091e-04,1.38268255e-20
2.77473563e-04,1.36571617e-20
2.79076239e-04,1.34897856e-20
2.80688172e-04,1.33246647e-20
2.82309415e-04,1.31617669e-20
2.83940023e-04,1.30010609e-20
2.85580049e-04,1.28425155e-20
2.87229548e-04,1.26861001e-20
2.88888574e-04,1.25317845e-20
2.90557183e-04,1.23795390e-20
2.92235429e-04,1.22293342e-20
2.93923369e-04,1.20811412e-20
2.95621058e-04,1.19349317e-20
2.97328554e-04,1.17906773e-20
2.99045911e-04,1.16483506e-20
3.00773188e-04,1.15079243e-20
3.02510442e-04,1.13693713e-20
3.04257730e-04,1.12326653e-20
3.06015110e-04,1.10977801e-20
3.07782641e-04,1.09646900e-20
3.09560381e-04,1.08333696e-20
3.11348389e-04,1.07037939e-20
3.13146725e-04,1.05759383e-20
3.14955448e-04,1.04497784e-20
3.16774618e-04,1.03252902e-20
3.18604295e-04,1.02024503e-20
3.20444540e-04,1.00812354e-20
3.22295415e-04,9.96162239e-21
3.24156980e-04,9.84358883e-21
3.26029298e-04,9.72711242e-21
3.27912430e-04,9.61217119e-21
3.29806438e-04,9.49874351e-21
3.31711387e-04,9.38680805e-21
3.33627338e-04,9.27634379e-21
3.35554356e-04,9.16733003e-21
3.37492505e-04,9.05974633e-21
3.39441848e-04,8.95357258e-21
3.41402450e-04,8.84878894e-21
3.43374377e-04,8.74537587e-21
3.45357693e-04,8.64331409e-21
3.47352465e-04,8.54258462e-21
3.49358759e-04,8.44316873e-21
3.51376641e-04,8.34504799e-21
3.53406178e-04,8.24820422e-21
3.55447438e-04,8.15261948e-21
3.57500487e-04,8.05827613e-21
3.59565396e-04,7.96515676e-21
3.61642231e-04,7.87324421e-21
3.63731062e-04,7.78252158e-21
3.65831957e-04,7.69297220e-21
3.67944988e-04,7.60457964e-21
3.70070223e-04,7.51732772e-21
3.72207734e-04,7.43120050e-21
3.74357590e-04,7.34618223e-21
3.76519865e-04,7.26225744e-21
3.78694628e-04,7.17941084e-21
3.80881953e-04,7.09762738e-21
3.83081912e-04,7.01689223e-21
3.85294577e-04,6.93719077e-21
3.87520023e-04,6.85850858e-21
3.89758323e-04,6.78083147e-21
3.92009551e-04,6.70414543e-21
3.94273782e-04,6.62843668e-21
3.96551091e-04,6.55369162e-21
3.98841554e-04,6.47989684e-21
4.01145247e-04,6.40703914e-21
4.03462246e-04,6.33510552e-21
4.05792627e-04,6.26408313e-21
4.08136469e-04,6.19395934e-21
4.10493848e-04,6.12472169e-21
4.12864844e-04,6.05635790e-21
4.15249535e-04,5.98885587e-21
4.17647999e-04,5.92220367e-21
4.20060317e-04,5.85638955e-21
4.22486568e-04,5.79140192e-21
4.24926834e-04,5.72722937e-21
4.27381194e-04,5.66386064e-21
4.29849730e-04,5.60128464e-21
4.32332525e-04,5.53949045e-21
4.34829660e-04,5.47846729e-21
4.37341218e-04,5.41820455e-21
4.39867283e-04,5.35869176e-21
4.42407939e-04,5.29991862e-21
4.44963269e-04,5.24187496e-21
4.47533359e-04,5.18455077e-21
4.50118293e-04,5.12793618e-21
4.52718158e-04,5.07202146e-21
4.55333040e-04,5.01679702e-21
4.57963025e-04,4.96225342e-21
4.60608201e-04,4.90838134e-21
4.63268655e-04,4.85517161e-21
4.65944476e-04,4.80261518e-21
4.68635752e-04,4.75070314e-21
4.71342573e-04,4.69942671e-21
4.74065029e-04,4.64877722e-21
4.76803209e-04,4.59874614e-21
4.79557205e-04,4.54932507e-21
4.82327108e-04,4.50050572e-21
4.85113010e-04,4.45227992e-21
4.87915003e-04,4.40463961e-21
4.90733180e-04,4.35757687e-21
4.93567635e-04,4.31108388e-21
4.96418461e-04,4.26515293e-21
4.99285754e-04,4.21977642e-21
5.02169608e-04,4.17494687e-21
5.05070119e-04,4.13065691e-21
5.07987384e-04,4.08689926e-21
5.10921498e-04,4.04366675e-21
5.13872560e-04,4.00095234e-21
5.16840667e-04,3.95874904e-21
5.19825918e-04,3.91705002e-21
5.22828411e-04,3.87584850e-21
5.25848247e-04,3.83513782e-21
5.28885525e-04,3.79491141e-21
5.31940346e-04,3.75516281e-21
5.35012812e-04,3.71588563e-21
5.38103024e-04,3.67707359e-21
5.41211085e-04,3.63872049e-21
5.44337098e-04,3.60082022e-21
5.47481167e-04,3.56336676e-21
5.50643396e-04,3.52635418e-21
5.53823890e-04,3.48977664e-21
5.57022754e-04,3.45362837e-21
5.60240095e-04,3.41790369e-21
5.63476019e-04,3.38259701e-21
5.66730634e-04,3.34770280e-21
5.70004047e-04,3.31321562e-21
5.73296367e-04,3.27913012e-21
5.76607703e-04,3.24544102e-21
5.79938166e-04,3.21214310e-21
5.83287865e-04,3.17923123e-21
5.86656912e-04,3.14670036e-21
5.90045419e-04,3.11454550e-21
5.93453497e-04,3.08276172e-21
5.96881260e-04,3.05134420e-21
6.00328822e-04,3.02028815e-21
6.03796297e-04,2.98958887e-21
6.07283800e-04,2.95924172e-21
6.10791446e-04,2.92924213e-21
6.14319353e-04,2.89958558e-21
6.17867636e-04,2.87026764e-21
6.21436415e-04,2.84128392e-21
6.25025806e-04,2.81263012e-21
6.28635930e-04,2.78430197e-21
6.32266905e-04,2.75629528e-21
6.35918853e-04,2.72860592e-21
6.39591895e-04,2.70122980e-21
6.43286151e-04,2.67416293e-21
6.47001746e-04,2.64740132e-21
6.50738802e-04,2.62094109e-21
6.54497443e-04,2.59477837e-21
6.58277793e-04,2.56890939e-21
6.62079979e-04,2.54333039e-21
6.65904126e-04,2.51803769e-21
6.69750361e-04,2.49302767e-21
6.73618812e-04,2.46829673e-21
6.77509607e-04,2.44384134e-21
6.81422875e-04,2.41965802e-21
6.85358746e-04,2.39574335e-21
6.89317350e-04,2.37209393e-21
6.93298819e-04,2.34870643e-21
6.97303284e-04,2.32557756e-21
7.01330880e-04,2.30270409e-21
7.05381739e-04,2.28008280e-21
7.09455995e-04,2.25771056e-21
7.13553784e-04,2.23558425e-21
7.17675241e-04,2.21370082e-21
7.21820504e-04,2.19205723e-21
7.25989710e-04,2.17065052e-21
7.30182997e-04,2.14947775e-21
7.34400504e-04,2.12853602e-21
7.38642372e-04,2.10782248e-21
7.42908740e-04,2.08733432e-21
7.47199751e-04,2.06706875e-21
7.51515546e-04,2.04702306e-21
7.55856269e-04,2.02719453e-21
7.60222064e-04,2.00758051e-21
7.64613076e-04,1.98817838e-21
7.69029450e-04,1.96898555e-21
7.73471333e-04,1.94999947e-21
7.77938872e-04,1.93121762e-21
7.82432215e-04,1.91263754e-21
7.86951512e-04,1.89425676e-21
7.91496912e-04,1.87607289e-21
7.96068566e-04,1.85808354e-21
8.00666625e-04,1.84028637e-21
8.05291243e-04,1.82267907e-21
8.09942573e-04,1.80525936e-21
8.14620768e-04,1.78802499e-21
8.19325984e-04,1.77097374e-21
8.24058378e-04,1.75410343e-21
8.28818105e-04,1.73741190e-21
8.33605325e-04,1.72089702e-21
8.38420196e-04,1.70455669e-21
8.43262876e-04,1.68838886e-21
8.48133528e-04,1.67239146e-21
8.53032313e-04,1.65656251e-21
8.57959393e-04,1.64090000e-21
8.62914932e-04,1.62540199e-21
