freq_Hz,h_c_instrument_only,h_c_instrument_plus_confusion
1.90827219e-04,9.91919888e-20,9.91919893e-20
1.91929429e-04,9.78919478e-20,9.78919483e-20
1.93038005e-04,9.66100101e-20,9.66100105e-20
1.94152985e-04,9.53459174e-20,9.53459178e-20
1.95274405e-04,9.40994153e-20,9.40994158e-20
1.96402302e-04,9.28702532e-20,9.28702536e-20
1.97536713e-04,9.16581837e-20,9.16581841e-20
1.98677677e-04,9.04629631e-20,9.04629636e-20
1.99825232e-04,8.92843514e-20,8.92843519e-20
2.00979414e-04,8.81221117e-20,8.81221122e-20
2.02140263e-04,8.69760107e-20,8.69760112e-20
2.03307817e-04,8.58458184e-20,8.58458188e-20
2.04482115e-04,8.47313079e-20,8.47313084e-20
2.05663195e-04,8.36322558e-20,8.36322563e-20
2.06851097e-04,8.25484418e-20,8.25484423e-20
2.08045861e-04,8.14796488e-20,8.14796493e-20
2.09247525e-04,8.04256626e-20,8.04256631e-20
2.10456130e-04,7.93862722e-20,7.93862727e-20
2.11671716e-04,7.83612698e-20,7.83612703e-20
2.12894324e-04,7.73504503e-20,7.73504508e-20
2.14123993e-04,7.63536115e-20,7.63536120e-20
2.15360764e-04,7.53705544e-20,7.53705549e-20
2.16604679e-04,7.44010827e-20,7.44010832e-20
2.17855779e-04,7.34450026e-20,7.34450031e-20
2.19114105e-04,7.25021236e-20,7.25021242e-20
2.20379699e-04,7.15722576e-20,7.15722581e-20
2.21652603e-04,7.06552192e-20,7.06552198e-20
2.22932860e-04,6.97508258e-20,6.97508263e-20
2.24220511e-04,6.88588973e-20,6.88588978e-20
2.25515599e-04,6.79792561e-20,6.79792566e-20
2.26818168e-04,6.71117273e-20,6.71117278e-20
2.28128261e-04,6.62561385e-20,6.62561390e-20
2.29445920e-04,6.54123196e-20,6.54123201e-20
2.30771191e-04,6.45801031e-20,6.45801037e-20
2.32104116e-04,6.37593239e-20,6.37593244e-20
2.33444740e-04,6.29498190e-20,6.29498196e-20
2.34793107e-04,6.21514282e-20,6.21514287e-20
2.36149262e-04,6.13639931e-20,6.13639937e-20
2.37513251e-04,6.05873579e-20,6.05873585e-20
2.38885118e-04,5.98213689e-20,5.98213694e-20
2.40264908e-04,5.90658746e-20,5.90658752e-20
2.41652669e-04,5.83207257e-20,5.83207263e-20
2.43048445e-04,5.75857751e-20,5.75857756e-20
2.44452283e-04,5.68608776e-20,5.68608781e-20
2.45864229e-04,5.61458902e-20,5.61458908e-20
2.47284331e-04,5.54406721e-20,5.54406727e-20
2.48712635e-04,5.47450844e-20,5.47450849e-20
2.50149189e-04,5.40589899e-20,5.40589905e-20
2.51594041e-04,5.33822539e-20,5.33822545e-20
2.53047238e-04,5.27147432e-20,5.27147438e-20
2.54508828e-04,5.20563267e-20,5.20563273e-20
2.55978861e-04,5.14068752e-20,5.14068758e-20
2.57457384e-04,5.07662612e-20,5.07662618e-20
2.58944448e-04,5.01343592e-20,5.01343598e-20
2.60440100e-04,4.95110454e-20,4.95110459e-20
2.61944392e-04,4.88961977e-20,4.88961983e-20
2.63457372e-04,4.82896959e-20,4.82896965e-20
2.64979091e-04,4.76914215e-20,4.76914221e-20
2.66509599e-04,4.71012577e-20,4.71012583e-20
2.68048948e-04,4.65190892e-20,4.65190898e-20
2.69597188e-04,4.59448025e-20,4.59448032e-20
2.71154370e-04,4.53782859e-20,4.53782865e-20
2.72720547e-04,4.48194289e-20,4.48194295e-20
2.74295770e-04,4.42681229e-20,4.42681235e-20
2.75880091e-04,4.37242607e-20,4.37242613e-20
2.77473563e-04,4.31877368e-20,4.31877374e-20
2.79076239e-04,4.26584470e-20,4.26584476e-20
2.80688172e-04,4.21362887e-20,4.21362894e-20
2.82309415e-04,4.16211609e-20,4.16211615e-20
2.83940023e-04,4.11129638e-20,4.11129644e-20
2.85580049e-04,4.06115992e-20,4.06115998e-20
2.87229548e-04,4.01169702e-20,4.01169709e-20
2.88888574e-04,3.96289815e-20,3.96289821e-20
2.90557183e-04,3.91475388e-20,3.91475395e-20
2.92235429e-04,3.86725496e-20,3.86725503e-20
2.93923369e-04,3.82039224e-20,3.82039230e-20
2.95621058e-04,3.77415671e-20,3.77415677e-20
2.97328554e-04,3.72853949e-20,3.72853956e-20
2.99045911e-04,3.68353184e-20,3.68353190e-20
3.00773188e-04,3.63912512e-20,3.63912518e-20
3.02510442e-04,3.59531083e-20,3.59531090e-20
3.04257730e-04,3.55208060e-20,3.55208066e-20
3.06015110e-04,3.50942616e-20,3.50942622e-20
3.07782641e-04,3.46733937e-20,3.46733944e-20
3.09560381e-04,3.42581221e-20,3.42581228e-20
3.11348389e-04,3.38483677e-20,3.38483684e-20
3.13146725e-04,3.34440526e-20,3.34440533e-20
3.14955448e-04,3.30450999e-20,3.30451006e-20
3.16774618e-04,3.26514340e-20,3.26514347e-20
3.18604295e-04,3.22629801e-20,3.22629807e-20
3.20444540e-04,3.18796646e-20,3.18796653e-20
3.22295415e-04,3.15014152e-20,3.15014159e-20
3.24156980e-04,3.11281604e-20,3.11281611e-20
3.26029298e-04,3.07598296e-20,3.07598303e-20
3.27912430e-04,3.03963535e-20,3.03963542e-20
3.29806438e-04,3.00376637e-20,3.00376644e-20
3.31711387e-04,2.96836927e-20,2.96836934e-20
3.33627338e-04,2.93343740e-20,2.93343747e-20
3.35554356e-04,2.89896422e-20,2.89896429e-20
3.37492505e-04,2.86494327e-20,2.86494334e-20
3.39441848e-04,2.83136818e-20,2.83136826e-20
3.41402450e-04,2.79823269e-20,2.79823276e-20
3.43374377e-04,2.76553060e-20,2.76553067e-20
3.45357693e-04,2.73325583e-20,2.73325591e-20
3.47352465e-04,2.70140238e-20,2.70140245e-20
3.49358759e-04,2.66996431e-20,2.66996439e-20
3.51376641e-04,2.63893581e-20,2.63893588e-20
3.53406178e-04,2.60831112e-20,2.60831119e-20
3.55447438e-04,2.57808457e-20,2.57808465e-20
3.57500487e-04,2.54825059e-20,2.54825066e-20
3.59565396e-04,2.51880365e-20,2.51880373e-20
3.61642231e-04,2.48973835e-20,2.48973843e-20
3.63731062e-04,2.46104934e-20,2.46104941e-20
3.65831957e-04,2.43273134e-20,2.43273141e-20
3.67944988e-04,2.40477915e-20,2.40477923e-20
3.70070223e-04,2.37718768e-20,2.37718775e-20
3.72207734e-04,2.34995186e-20,2.34995193e-20
3.74357590e-04,2.32306672e-20,2.32306680e-20
3.76519865e-04,2.29652737e-20,2.29652745e-20
3.78694628e-04,2.27032897e-20,2.27032905e-20
3.80881953e-04,2.24446677e-20,2.24446685e-20
3.83081912e-04,2.21893608e-20,2.21893615e-20
3.85294577e-04,2.19373226e-20,2.19373234e-20
3.87520023e-04,2.16885077e-20,2.16885085e-20
3.89758323e-04,2.14428711e-20,2.14428719e-20
3.92009551e-04,2.12003685e-20,2.12003693e-20
3.94273782e-04,2.09609564e-20,2.09609572e-20
3.96551091e-04,2.07245918e-20,2.07245926e-20
3.98841554e-04,2.04912322e-20,2.04912330e-20
4.01145247e-04,2.02608360e-20,2.02608368e-20
4.03462246e-04,2.00333618e-20,2.00333627e-20
4.05792627e-04,1.98087693e-20,1.98087701e-20
4.08136469e-04,1.95870184e-20,1.95870193e-20
4.10493848e-04,1.93680698e-20,1.93680706e-20
4.12864844e-04,1.91518845e-20,1.91518853e-20
4.15249535e-04,1.89384243e-20,1.89384251e-20
4.17647999e-04,1.87276516e-20,1.87276524e-20
4.20060317e-04,1.85195290e-20,1.85195299e-20
4.22486568e-04,1.83140201e-20,1.83140209e-20
4.24926834e-04,1.81110887e-20,1.81110895e-20
4.27381194e-04,1.79106991e-20,1.79107000e-20
4.29849730e-04,1.77128165e-20,1.77128173e-20
4.32332525e-04,1.75174061e-20,1.75174069e-20
4.34829660e-04,1.73244339e-20,1.73244347e-20
4.37341218e-04,1.71338664e-20,1.71338672e-20
4.39867283e-04,1.69456704e-20,1.69456712e-20
4.42407939e-04,1.67598134e-20,1.67598143e-20
4.44963269e-04,1.65762632e-20,1.65762641e-20
4.47533359e-04,1.63949882e-20,1.63949891e-20
4.50118293e-04,1.62159572e-20,1.62159580e-20
4.52718158e-04,1.60391393e-20,1.60391401e-20
4.55333040e-04,1.58645043e-20,1.58645051e-20
4.57963025e-04,1.56920223e-20,1.56920231e-20
4.60608201e-04,1.55216638e-20,1.55216647e-20
4.63268655e-04,1.53533998e-20,1.53534007e-20
4.65944476e-04,1.51872018e-20,1.51872027e-20
4.68635752e-04,1.50230415e-20,1.50230424e-20
4.71342573e-04,1.48608912e-20,1.48608921e-20
4.74065029e-04,1.47007235e-20,1.47007243e-20
4.76803209e-04,1.45425113e-20,1.45425122e-20
4.79557205e-04,1.43862282e-20,1.43862290e-20
4.82327108e-04,1.42318478e-20,1.42318487e-20
4.85113010e-04,1.40793444e-20,1.40793453e-20
4.87915003e-04,1.39286926e-20,1.39286934e-20
4.90733180e-04,1.37798671e-20,1.37798680e-20
4.93567635e-04,1.36328433e-20,1.36328442e-20
4.96418461e-04,1.34875969e-20,1.34875978e-20
4.99285754e-04,1.33441038e-20,1.33441047e-20
5.02169608e-04,1.32023403e-20,1.32023412e-20
5.05070119e-04,1.30622832e-20,1.30622841e-20
5.07987384e-04,1.29239093e-20,1.29239102e-20
5.10921498e-04,1.27871961e-20,1.27871970e-20
5.13872560e-04,1.26521213e-20,1.26521222e-20
5.16840667e-04,1.25186627e-20,1.25186637e-20
5.19825918e-04,1.23867988e-20,1.23867998e-20
5.22828411e-04,1.22565082e-20,1.22565091e-20
5.25848247e-04,1.21277697e-20,1.21277706e-20
5.28885525e-04,1.20005627e-20,1.20005636e-20
5.31940346e-04,1.18748665e-20,1.18748675e-20
5.35012812e-04,1.17506612e-20,1.17506621e-20
5.38103024e-04,1.16279267e-20,1.16279277e-20
5.41211085e-04,1.15066436e-20,1.15066445e-20
5.44337098e-04,1.13867924e-20,1.13867933e-20
5.47481167e-04,1.12683542e-20,1.12683551e-20
5.50643396e-04,1.11513101e-20,1.11513111e-20
5.53823890e-04,1.10356418e-20,1.10356427e-20
5.57022754e-04,1.09213309e-20,1.09213319e-20
5.60240095e-04,1.08083595e-20,1.08083605e-20
5.63476019e-04,1.06967100e-20,1.06967110e-20
5.66730634e-04,1.05863648e-20,1.05863658e-20
5.70004047e-04,1.04773068e-20,1.04773077e-20
5.73296367e-04,1.03695190e-20,1.03695199e-20
5.76607703e-04,1.02629847e-20,1.02629856e-20
5.79938166e-04,1.01576874e-20,1.01576884e-20
5.83287865e-04,1.00536109e-20,1.00536119e-20
5.86656912e-04,9.95073928e-21,9.95074025e-21
5.90045419e-04,9.84905667e-21,9.84905764e-21
5.93453497e-04,9.74854756e-21,9.74854853e-21
5.96881260e-04,9.64919663e-21,9.64919760e-21
6.00328822e-04,9.55098878e-21,9.55098976e-21
6.03796297e-04,9.45390913e-21,9.45391011e-21
6.07283800e-04,9.35794301e-21,9.35794399e-21
6.10791446e-04,9.26307595e-21,9.26307694e-21
6.14319353e-04,9.16929371e-21,9.16929470e-21
6.17867636e-04,9.07658224e-21,9.07658323e-21
6.21436415e-04,8.98492768e-21,8.98492867e-21
6.25025806e-04,8.89431640e-21,8.89431739e-21
6.28635930e-04,8.80473492e-21,8.80473591e-21
6.32266905e-04,8.71616999e-21,8.71617098e-21
6.35918853e-04,8.62860853e-21,8.62860953e-21
6.39591895e-04,8.54203766e-21,8.54203866e-21
6.43286151e-04,8.45644468e-21,8.45644568e-21
6.47001746e-04,8.37181705e-21,8.37181805e-21
6.50738802e-04,8.28814244e-21,8.28814344e-21
6.54497443e-04,8.20540867e-21,8.20540968e-21
6.58277793e-04,8.12360375e-21,8.12360476e-21
6.62079979e-04,8.04271586e-21,8.04271687e-21
6.65904126e-04,7.96273333e-21,7.96273435e-21
6.69750361e-04,7.88364468e-21,7.88364570e-21
6.73618812e-04,7.80543857e-21,7.80543959e-21
6.77509607e-04,7.72810385e-21,7.72810487e-21
6.81422875e-04,7.65162949e-21,7.65163051e-21
6.85358746e-04,7.57600464e-21,7.57600567e-21
6.89317350e-04,7.50121861e-21,7.50121964e-21
6.93298819e-04,7.42726085e-21,7.42726188e-21
6.97303284e-04,7.35412095e-21,7.35412198e-21
7.01330880e-04,7.28178866e-21,7.28178969e-21
7.05381739e-04,7.21025388e-21,7.21025491e-21
7.09455995e-04,7.13950663e-21,7.13950767e-21
7.13553784e-04,7.06953710e-21,7.06953814e-21
7.17675241e-04,7.00033560e-21,7.00033664e-21
7.21820504e-04,6.93189257e-21,6.93189362e-21
7.25989710e-04,6.86419861e-21,6.86419965e-21
7.30182997e-04,6.79724442e-21,6.79724546e-21
7.34400504e-04,6.73102086e-21,6.73102190e-21
7.38642372e-04,6.66551889e-21,6.66551994e-21
7.42908740e-04,6.60072963e-21,6.60073068e-21
7.47199751e-04,6.53664429e-21,6.53664534e-21
7.51515546e-04,6.47325423e-21,6.47325529e-21
7.55856269e-04,6.41055092e-21,6.41055198e-21
7.60222064e-04,6.34852594e-21,6.34852700e-21
7.64613076e-04,6.28717101e-21,6.28717207e-21
7.69029450e-04,6.22647795e-21,6.22647901e-21
7.73471333e-04,6.16643869e-21,6.16643975e-21
7.77938872e-04,6.10704528e-21,6.10704635e-21
7.82432215e-04,6.04828989e-21,6.04829095e-21
7.86951512e-04,5.99016477e-21,5.99016584e-21
7.91496912e-04,5.93266232e-21,5.93266339e-21
7.96068566e-04,5.87577500e-21,5.87577607e-21
8.00666625e-04,5.81949541e-21,5.81949649e-21
8.05291243e-04,5.76381624e-21,5.76381732e-21
8.09942573e-04,5.70873028e-21,5.70873135e-21
8.14620768e-04,5.65423041e-21,5.65423148e-21
8.19325984e-04,5.60030962e-21,5.60031070e-21
8.24058378e-04,5.54696101e-21,5.54696209e-21
8.28818105e-04,5.49417774e-21,5.49417883e-21
8.33605325e-04,5.44195311e-21,5.44195419e-21
8.38420196e-04,5.39028046e-21,5.39028155e-21
8.43262876e-04,5.33915327e-21,5.33915436e-21
8.48133528e-04,5.28856508e-21,5.28856617e-21
8.53032313e-04,5.23850952e-21,5.23851061e-21
8.57959393e-04,5.18898033e-21,5.18898142e-21
8.62914932e-04,5.13997131e-21,5.13997240e-21
8.67899093e-04,5.09147635e-21,5.09147745e-21
8.72912043e-04,5.04348944e-21,5.04349054e-21
8.77953947e-04,4.99600464e-21,4.99600574e-21
8.83024974e-04,4.94901609e-21,4.94901719e-21
8.88125290e-04,4.90251800e-21,4.90251911e-21
8.93255066e-04,4.85650469e-21,4.85650579e-21
8.98414471e-04,4.81097053e-21,4.81097163e-21
9.03603676e-04,4.76590997e-21,4.76591107e-21
9.08822854e-04,4.72131754e-21,4.72131865e-21
9.14072178e-04,4.67718785e-21,4.67718896e-21
9.19351821e-04,4.63351558e-21,4.63351669e-21
9.24661960e-04,4.59029547e-21,4.59029658e-21
9.30002770e-04,4.54752234e-21,4.54752345e-21
9.35374428e-04,4.50519109e-21,4.50519221e-21
9.40777113e-04,4.46329667e-21,4.46329779e-21
9.46211003e-04,4.42183412e-21,4.42183524e-21
9.51676279e-04,4.38079852e-21,4.38079964e-21
9.57173123e-04,4.34018504e-21,4.34018616e-21
9.62701716e-04,4.29998890e-21,4.29999002e-21
9.68262242e-04,4.26020540e-21,4.26020652e-21
9.73854885e-04,4.22082987e-21,4.22083100e-21
9.79479831e-04,4.18185775e-21,4.18185888e-21
9.85137267e-04,4.14328451e-21,4.14328563e-21
9.90827380e-04,4.10510567e-21,4.10510680e-21
9.96550358e-04,4.06731685e-21,4.06731798e-21
1.00230639e-03,4.02991370e-21,4.02991483e-21
1.00809567e-03,3.99289192e-21,3.99289305e-21
1.01391839e-03,3.95624729e-21,3.95624843e-21
1.01977474e-03,3.91997564e-21,3.91997678e-21
1.02566492e-03,3.88407285e-21,3.88407399e-21
1.03158912e-03,3.84853486e-21,3.84853600e-21
1.03754754e-03,3.81335766e-21,3.81335879e-21
1.04354037e-03,3.77853728e-21,3.77853842e-21
1.04956782e-03,3.74406984e-21,3.74407098e-21
1.05563008e-03,3.70995147e-21,3.70995261e-21
1.06172735e-03,3.67617838e-21,3.67617953e-21
1.06785985e-03,3.64274682e-21,3.64274796e-21
1.07402776e-03,3.60965308e-21,3.60965423e-21
1.08023130e-03,3.57689352e-21,3.57689467e-21
1.08647068e-03,3.54446452e-21,3.54446567e-21
1.09274609e-03,3.51236254e-21,3.51236369e-21
1.09905774e-03,3.48058406e-21,3.48058521e-21
1.10540586e-03,3.44912563e-21,3.44912678e-21
1.11179064e-03,3.41798381e-21,3.41798496e-21
1.11821229e-03,3.38715524e-21,3.38715640e-21
1.12467104e-03,3.35663659e-21,3.35663775e-21
1.13116710e-03,3.32642458e-21,3.32642574e-21
1.13770067e-03,3.29651596e-21,3.29651712e-21
1.14427198e-03,3.26690753e-21,3.26690869e-21
1.15088125e-03,3.23759613e-21,3.23759729e-21
1.15752869e-03,3.20857866e-21,3.20857982e-21
1.16421453e-03,3.17985202e-21,3.17985318e-21
1.17093899e-03,3.15141319e-21,3.15141435e-21
1.17770229e-03,3.12325917e-21,3.12326033e-21
1.18450465e-03,3.09538700e-21,3.09538816e-21
1.19134630e-03,3.06779376e-21,3.06779493e-21
1.19822746e-03,3.04047658e-21,3.04047774e-21
1.20514838e-03,3.01343260e-21,3.01343377e-21
1.21210927e-03,2.98665903e-21,2.98666019e-21
1.21911036e-03,2.96015308e-21,2.96015425e-21
1.22615189e-03,2.93391204e-21,2.93391321e-21
1.23323409e-03,2.90793319e-21,2.90793436e-21
1.24035720e-03,2.88221388e-21,2.88221506e-21
1.24752146e-03,2.85675148e-21,2.85675265e-21
1.25472709e-03,2.83154339e-21,2.83154457e-21
1.26197434e-03,2.80658705e-21,2.80658823e-21
1.26926345e-03,2.78187993e-21,2.78188111e-21
1.27659467e-03,2.75741954e-21,2.75742072e-21
1.28396823e-03,2.73320342e-21,2.73320459e-21
1.29138438e-03,2.70922912e-21,2.70923030e-21
1.29884336e-03,2.68549426e-21,2.68549544e-21
1.30634543e-03,2.66199646e-21,2.66199764e-21
1.31389082e-03,2.63873339e-21,2.63873456e-21
1.32147980e-03,2.61570273e-21,2.61570391e-21
1.32911262e-03,2.59290221e-21,2.59290339e-21
1.33678952e-03,2.57032958e-21,2.57033076e-21
1.34451076e-03,2.54798262e-21,2.54798380e-21
1.35227660e-03,2.52585914e-21,2.52586032e-21
1.36008729e-03,2.50395697e-21,2.50395816e-21
1.36794310e-03,2.48227399e-21,2.48227517e-21
1.37584429e-03,2.46080807e-21,2.46080926e-21
1.38379111e-03,2.43955715e-21,2.43955834e-21
1.39178383e-03,2.41851917e-21,2.41852036e-21
1.39982271e-03,2.39769210e-21,2.39769329e-21
1.40790803e-03,2.37707395e-21,2.37707513e-21
1.41604005e-03,2.35666272e-21,2.35666391e-21
1.42421904e-03,2.33645649e-21,2.33645768e-21
1.43244527e-03,2.31645332e-21,2.31645451e-21
1.44071902e-03,2.29665131e-21,2.29665250e-21
1.44904055e-03,2.27704859e-21,2.27704978e-21
1.45741015e-03,2.25764330e-21,2.25764449e-21
1.46582810e-03,2.23843363e-21,2.23843482e-21
1.47429466e-03,2.21941776e-21,2.21941895e-21
1.48281012e-03,2.20059391e-21,2.20059511e-21
1.49137478e-03,2.18196034e-21,2.18196153e-21
1.49998890e-03,2.16351530e-21,2.16351650e-21
1.50865277e-03,2.14525709e-21,2.14525828e-21
1.51736669e-03,2.12718401e-21,2.12718520e-21
1.52613094e-03,2.10929439e-21,2.10929558e-21
1.53494581e-03,2.09158659e-21,2.09158779e-21
1.54381159e-03,2.07405899e-21,2.07406018e-21
1.55272858e-03,2.05670998e-21,2.05671117e-21
1.56169708e-03,2.03953797e-21,2.03953916e-21
1.57071738e-03,2.02254140e-21,2.02254260e-21
1.57978978e-03,2.00571874e-21,2.00571994e-21
1.58891458e-03,1.98906846e-21,1.98906965e-21
1.59809209e-03,1.97258905e-21,1.97259024e-21
1.60732260e-03,1.95627903e-21,1.95628023e-21
1.61660643e-03,1.94013694e-21,1.94013814e-21
1.62594388e-03,1.92416134e-21,1.92416254e-21
1.63533527e-03,1.90835079e-21,1.90835199e-21
1.64478090e-03,1.89270389e-21,1.89270509e-21
1.65428109e-03,1.87721925e-21,1.87722045e-21
1.66383615e-03,1.86189550e-21,1.86189670e-21
1.67344640e-03,1.84673129e-21,1.84673248e-21
1.68311216e-03,1.83172527e-21,1.83172647e-21
1.69283374e-03,1.81687613e-21,1.81687733e-21
1.70261148e-03,1.80218257e-21,1.80218377e-21
1.71244570e-03,1.78764330e-21,1.78764450e-21
1.72233671e-03,1.77325706e-21,1.77325826e-21
1.73228486e-03,1.75902259e-21,1.75902379e-21
1.74229047e-03,1.74493866e-21,1.74493986e-21
1.75235387e-03,1.73100405e-21,1.73100525e-21
1.76247539e-03,1.71721755e-21,1.71721875e-21
1.77265538e-03,1.70357798e-21,1.70357918e-21
1.78289416e-03,1.69008417e-21,1.69008537e-21
1.79319209e-03,1.67673496e-21,1.67673616e-21
1.80354949e-03,1.66352920e-21,1.66353040e-21
1.81396672e-03,1.65046577e-21,1.65046697e-21
1.82444412e-03,1.63754356e-21,1.63754476e-21
1.83498203e-03,1.62476146e-21,1.62476266e-21
1.84558081e-03,1.61211840e-21,1.61211960e-21
1.85624081e-03,1.59961330e-21,1.59961450e-21
1.86696238e-03,1.58724511e-21,1.58724631e-21
1.87774588e-03,1.57501278e-21,1.57501398e-21
1.88859167e-03,1.56291529e-21,1.56291648e-21
1.89950010e-03,1.55095161e-21,1.55095281e-21
1.91047153e-03,1.53912075e-21,1.53912195e-21
1.92150634e-03,1.52742171e-21,1.52742291e-21
1.93260488e-03,1.51585352e-21,1.51585471e-21
1.94376753e-03,1.50441521e-21,1.50441640e-21
1.95499465e-03,1.49310582e-21,1.49310702e-21
1.96628662e-03,1.48192442e-21,1.48192562e-21
1.97764381e-03,1.47087008e-21,1.47087127e-21
1.98906660e-03,1.45994188e-21,1.45994307e-21
2.00055537e-03,1.44913890e-21,1.44914009e-21
2.01211049e-03,1.43846027e-21,1.43846146e-21
2.02373236e-03,1.42790508e-21,1.42790627e-21
2.03542136e-03,1.41747248e-21,1.41747367e-21
2.04717787e-03,1.40716159e-21,1.40716278e-21
2.05900228e-03,1.39697157e-21,1.39697276e-21
2.07089500e-03,1.38690157e-21,1.38690276e-21
2.08285640e-03,1.37695077e-21,1.37695195e-21
2.09488690e-03,1.36711833e-21,1.36711951e-21
2.10698688e-03,1.35740345e-21,1.35740463e-21
2.11915675e-03,1.34780532e-21,1.34780650e-21
2.13139691e-03,1.33832316e-21,1.33832434e-21
2.14370777e-03,1.32895618e-21,1.32895736e-21
2.15608974e-03,1.31970360e-21,1.31970477e-21
2.16854323e-03,1.31056465e-21,1.31056583e-21
2.18106865e-03,1.30153859e-21,1.30153976e-21
2.19366641e-03,1.29262465e-21,1.29262583e-21
2.20633694e-03,1.28382211e-21,1.28382328e-21
2.21908065e-03,1.27513022e-21,1.27513140e-21
2.23189797e-03,1.26654827e-21,1.26654944e-21
2.24478932e-03,1.25807553e-21,1.25807669e-21
2.25775513e-03,1.24971129e-21,1.24971246e-21
2.27079584e-03,1.24145485e-21,1.24145602e-21
2.28391186e-03,1.23330552e-21,1.23330669e-21
2.29710364e-03,1.22526261e-21,1.22526377e-21
2.31037162e-03,1.21732543e-21,1.21732659e-21
2.32371623e-03,1.20949331e-21,1.20949447e-21
2.33713792e-03,1.20176558e-21,1.20176674e-21
2.35063714e-03,1.19414158e-21,1.19414274e-21
2.36421432e-03,1.18662066e-21,1.18662181e-21
2.37786993e-03,1.17920215e-21,1.17920330e-21
2.39160441e-03,1.17188541e-21,1.17188656e-21
2.40541821e-03,1.16466981e-21,1.16467096e-21
2.41931181e-03,1.15755470e-21,1.15755585e-21
2.43328566e-03,1.15053947e-21,1.15054062e-21
2.44734022e-03,1.14362348e-21,1.14362462e-21
2.46147596e-03,1.13680611e-21,1.13680725e-21
2.47569334e-03,1.13008675e-21,1.13008789e-21
2.48999284e-03,1.12346478e-21,1.12346592e-21
2.50437494e-03,1.11693961e-21,1.11694075e-21
2.51884011e-03,1.11051062e-21,1.11051175e-21
2.53338883e-03,1.10417721e-21,1.10417835e-21
2.54802158e-03,1.09793880e-21,1.09793993e-21
2.56273885e-03,1.09179478e-21,1.09179591e-21
2.57754112e-03,1.08574457e-21,1.08574570e-21
2.59242890e-03,1.07978759e-21,1.07978871e-21
2.60740266e-03,1.07392324e-21,1.07392436e-21
2.62246291e-03,1.06815096e-21,1.06815208e-21
2.63761015e-03,1.06247015e-21,1.06247127e-21
2.65284488e-03,1.05688026e-21,1.05688137e-21
2.66816760e-03,1.05138069e-21,1.05138180e-21
2.68357883e-03,1.04597089e-21,1.04597200e-21
2.69907907e-03,1.04065029e-21,1.04065140e-21
2.71466884e-03,1.03541832e-21,1.03541942e-21
2.73034866e-03,1.03027442e-21,1.03027552e-21
2.74611904e-03,1.02521801e-21,1.02521911e-21
2.76198051e-03,1.02024855e-21,1.02024964e-21
2.77793360e-03,1.01536547e-21,1.01536656e-21
2.79397883e-03,1.01056821e-21,1.01056930e-21
2.81011674e-03,1.00585622e-21,1.00585731e-21
2.82634786e-03,1.00122894e-21,1.00123002e-21
2.84267273e-03,9.96685807e-22,9.96686887e-22
2.85909189e-03,9.92226277e-22,9.92227354e-22
2.87560589e-03,9.87849793e-22,9.87850867e-22
2.89221527e-03,9.83555801e-22,9.83556872e-22
2.90892059e-03,9.79343749e-22,9.79344817e-22
2.92572240e-03,9.75213085e-22,9.75214149e-22
2.94262125e-03,9.71163256e-22,9.71164317e-22
2.95961771e-03,9.67193712e-22,9.67194770e-22
2.97671234e-03,9.63303901e-22,9.63304955e-22
2.99390571e-03,9.59493272e-22,9.59494323e-22
3.01119839e-03,9.55761275e-22,9.55762323e-22
3.02859095e-03,9.52107358e-22,9.52108402e-22
3.04608397e-03,9.48530971e-22,9.48532012e-22
3.06367803e-03,9.45031563e-22,9.45032600e-22
3.08137371e-03,9.41608582e-22,9.41609616e-22
3.09917159e-03,9.38261479e-22,9.38262509e-22
3.11707228e-03,9.34989701e-22,9.34990728e-22
3.13507637e-03,9.31792698e-22,9.31793721e-22
3.15318444e-03,9.28669918e-22,9.28670937e-22
3.17139710e-03,9.25620809e-22,9.25621824e-22
3.18971496e-03,9.22644819e-22,9.22645831e-22
3.20813863e-03,9.19741397e-22,9.19742405e-22
3.22666871e-03,9.16909990e-22,9.16910994e-22
3.24530581e-03,9.14150046e-22,9.14151046e-22
3.26405057e-03,9.11461012e-22,9.11462008e-22
3.28290359e-03,9.08842335e-22,9.08843328e-22
3.30186551e-03,9.06293464e-22,9.06294452e-22
3.32093695e-03,9.03813844e-22,9.03814828e-22
3.34011855e-03,9.01402923e-22,9.01403903e-22
3.35941094e-03,8.99060148e-22,8.99061124e-22
3.37881476e-03,8.96784966e-22,8.96785939e-22
3.39833065e-03,8.94576824e-22,8.94577793e-22
3.41795927e-03,8.92435171e-22,8.92436135e-22
3.43770127e-03,8.90359452e-22,8.90360413e-22
3.45755729e-03,8.88349117e-22,8.88350073e-22
3.47752800e-03,8.86403613e-22,8.86404565e-22
3.49761406e-03,8.84522389e-22,8.84523337e-22
3.51781614e-03,8.82704894e-22,8.82705838e-22
3.53813490e-03,8.80950578e-22,8.80951518e-22
3.55857102e-03,8.79258891e-22,8.79259827e-22
3.57912518e-03,8.77629284e-22,8.77630216e-22
3.59979806e-03,8.76061209e-22,8.76062136e-22
3.62059035e-03,8.74554118e-22,8.74555041e-22
3.64150273e-03,8.73107466e-22,8.73108384e-22
3.66253591e-03,8.71720707e-22,8.71721621e-22
3.68369056e-03,8.70393296e-22,8.70394207e-22
3.70496741e-03,8.69124693e-22,8.69125599e-22
3.72636715e-03,8.67914355e-22,8.67915256e-22
